ip,ip_app_4
122361,4
122363,1
122365,4
122377,3
122381,2
122382,6
122383,2
122387,6
122388,2
122410,8
122411,15
122412,9
122416,7
122428,5
122429,3
122431,1
122432,6
122452,5
122453,7
122460,3
122462,5
122463,7
122479,3
122489,4
122493,2
122495,11
122496,8
122502,2
122503,4
122516,6
122517,5
122518,6
122529,4
122536,5
122548,8
122561,2
122581,5
122582,7
122592,1
122604,1
122616,1
122623,5
122627,6
122632,1
122635,11
122654,1
122656,6
122667,2
122671,5
122673,1
122675,1
122676,1
122678,2
122679,2
122688,5
122694,4
122701,5
122703,5
122706,2
122711,12
122726,1
122729,9
122731,7
122736,3
122737,8
122744,2
122747,2
122760,9
122767,1
122769,1
122772,2
122777,3
122783,4
122788,4
122793,6
122803,2
122822,1
122824,9
122827,2
122830,2
122850,2
122856,1
122857,2
122861,1
122871,1
122874,9
122880,4
122891,3
122893,2
122910,4
122912,7
122921,1
122941,6
122944,1
122949,10
122963,1
122967,1
122972,3
122982,10
122984,3
123004,1
123007,9
123012,1
123029,3
123053,2
123070,4
123080,5
123100,10
123115,3
123116,4
123130,2
123131,6
123170,1
123178,12
123181,3
123186,1
123212,4
123214,5
123221,10
123239,1
123246,3
123248,1
123253,2
123258,7
123260,5
123273,8
123283,2
123333,6
123335,2
123336,1
123340,3
123342,2
123348,3
123350,1
123353,2
123357,6
123361,5
123375,7
123378,4
123382,9
123387,5
123400,1
123414,1
123416,1
123456,1
123474,3
123512,4
123517,5
123531,1
123535,8
123549,11
123565,1
123572,6
123578,1
123579,1
123586,6
123587,1
123596,14
123607,8
123609,3
123611,7
123621,1
123623,12
123626,4
123635,8
123637,7
123642,5
123647,1
123650,4
123654,20
123658,4
123663,3
123673,9
123675,4
123681,14
123690,1
123695,1
123697,9
123699,2
123701,9
123703,10
123709,5
123716,1
123721,6
123722,4
123729,15
123733,5
123739,4
123749,4
123753,11
123754,2
123757,7
123759,11
123763,1
123777,1
123788,12
123794,13
123803,2
123805,5
123813,6
123817,2
123819,11
123829,9
123831,1
123832,1
123837,9
123839,16
123840,7
123842,2
123843,9
123846,1
123852,7
123859,3
123861,3
123866,2
123871,9
123872,15
123874,6
123876,1
123878,11
123882,7
123883,3
123885,10
123889,10
123892,1
123894,2
123896,16
123901,3
123904,2
123907,10
123908,13
123912,8
123917,2
123920,1
123924,11
123931,10
123938,9
123940,7
123945,9
123947,3
123948,6
123949,4
123952,8
123955,6
123958,10
123963,1
123965,7
123967,3
123974,10
123976,7
123977,6
123979,9
123980,1
123984,9
123990,1
123993,3
123994,20
124002,1
124006,8
124011,3
124012,4
124013,6
124016,3
124024,1
124028,4
124032,7
124033,7
124038,2
124045,5
124054,1
124064,9
124066,4
124073,7
124095,1
124096,3
124098,1
124099,6
124101,9
124125,3
124128,2
124133,2
124135,6
124136,5
124139,5
124146,4
124149,1
124153,7
124155,4
124156,4
124166,11
124170,8
124172,6
124187,10
124194,1
124195,4
124198,9
124202,4
124210,2
124219,12
124231,2
124240,1
124250,1
124252,5
124261,1
124264,1
124265,1
124267,8
124285,4
124291,8
124294,14
124295,7
124307,5
124314,13
124317,5
124325,7
124348,2
124357,1
124360,2
124384,14
124390,5
124392,9
124393,7
124403,7
124409,9
124414,8
124418,8
124420,6
124439,7
124445,5
124446,7
124450,1
124459,3
124462,13
124470,6
124471,9
124478,4
124479,1
124480,2
124483,10
124485,2
124495,6
124496,11
124515,12
124519,11
124520,2
124526,1
124528,6
124540,12
124541,12
124545,2
124551,7
124557,1
124570,1
124572,14
124574,12
124576,13
124579,6
124589,3
124596,2
124608,9
124612,1
124613,2
124615,2
124617,1
124621,2
124635,10
124639,1
124642,1
124647,1
124649,8
124651,3
124652,1
124678,6
124680,9
124686,3
124688,1
124691,2
124700,4
124703,1
124708,12
124715,5
124723,1
124724,8
124726,6
124728,1
124739,6
124746,1
124750,4
124761,2
124763,8
124764,1
124765,11
124766,4
124768,11
124769,6
124772,4
124778,1
124779,8
124781,8
124783,4
124786,1
124794,12
124796,7
124797,7
124806,11
124809,3
124812,5
124814,9
124818,7
124819,1
124825,2
124837,4
124840,6
124842,1
124849,4
124850,3
124852,1
124871,2
124876,2
124877,3
124878,1
124882,1
124883,1
124884,1
124886,5
124888,1
124897,12
124900,1
124902,6
124903,4
124904,3
124911,7
124924,8
124927,8
124936,3
124938,3
124945,1
124946,1
124949,8
124953,7
124962,14
124973,3
124976,11
124979,1
124985,8
124995,13
125004,3
125008,2
125013,3
125021,2
125022,3
125033,8
125036,4
125041,11
125042,7
125045,2
125047,4
125050,9
125058,2
125061,6
125062,10
125070,1
125077,1
125081,6
125086,3
125100,7
125104,1
125108,5
125112,4
125124,1
125125,6
125129,10
125141,14
125149,5
125151,8
125169,7
125175,6
125190,11
125201,9
125204,6
125205,3
125217,14
125222,22
125232,5
125233,1
125241,9
125251,1
125252,1
125257,2
125260,2
125261,5
125271,8
125272,3
125275,1
125277,7
125283,8
125285,1
125286,7
125288,2
125291,1
125292,2
125295,8
125312,15
125314,8
125317,4
125319,5
125322,12
125339,8
125341,4
125343,2
125348,1
125362,7
125363,1
125370,1
125385,4
125396,8
125404,1
125409,3
125423,6
125432,3
125436,8
125439,3
125446,2
125456,1
125458,5
125459,2
125460,1
125465,1
125469,1
125472,6
125481,14
125497,1
125502,1
125510,6
125511,4
125517,5
125525,4
125528,4
125536,1
125542,1
125543,1
125558,1
125565,6
125568,3
125580,4
125581,4
125603,5
125608,4
125618,1
125621,2
125623,1
125632,3
125646,1
125659,4
125670,6
125672,2
125676,2
125679,1
125680,13
125711,11
125719,4
125723,1
125726,6
125727,7
125730,8
125736,2
125751,7
125760,1
125764,6
125775,2
125781,1
125796,3
125798,2
125800,1
125801,1
125815,11
125817,2
125818,10
125827,8
125842,2
125848,2
125849,1
125853,2
125857,1
125859,5
125860,5
125874,4
125878,1
125888,8
125895,1
125897,2
125900,1
125901,1
125915,4
125920,8
125921,1
125928,4
125935,4
125937,2
125939,5
125945,1
125954,6
125957,3
125962,1
125972,1
125984,5
126011,3
126012,3
126019,1
126023,1
126029,2
126042,10
126045,1
126057,1
126070,1
126079,1
126080,5
126101,4
126120,2
126121,7
126129,4
126130,3
126132,1
126148,2
126168,1
126178,1
126189,1
126200,8
126201,5
126204,2
126205,2
126209,1
126210,1
126222,2
126230,4
126241,3
126242,11
126249,1
126251,2
126269,6
126271,4
126281,1
126285,1
126292,1
126297,1
126306,3
126308,3
126320,2
126321,1
126331,13
126335,1
126339,2
126344,4
126349,1
126356,1
126361,2
126363,2
126370,1
126371,8
126386,3
126388,3
126410,8
126447,4
126458,1
126460,5
126461,5
126476,2
126483,7
126491,2
126499,1
126505,3
126515,4
126519,1
126539,3
126571,2
126605,1
126630,5
126647,1
126670,7
126693,1
126701,1
126713,1
126730,1
126749,6
126755,1
126802,1
126831,3
126849,4
126850,2
126869,4
126888,5
126920,3
126962,4
127001,2
127081,8
127082,1
127086,2
127088,8
127114,1
127146,1
127167,1
127184,2
127226,1
127245,6
127261,1
127263,3
127274,1
127289,7
127313,2
127331,5
127351,1
127358,3
127375,4
127380,2
127382,6
127401,3
127407,4
127416,3
127425,1
127493,1
127531,10
127536,2
127538,3
127545,6
127556,1
127559,5
127574,6
127583,4
127617,2
127634,6
127648,8
127654,1
127668,6
127670,1
127722,1
127741,6
127754,1
127755,2
127806,1
127817,1
127840,1
127872,1
127889,1
127890,1
127896,4
127926,1
127962,6
128004,3
128010,2
128016,6
128035,1
128095,1
128097,5
128108,4
128120,1
128138,1
128162,3
128174,2
128181,2
128196,3
128210,2
128217,10
128249,3
128287,8
128338,4
128339,1
128351,2
128382,14
128401,2
128426,1
128485,4
128491,1
128507,8
128524,9
128543,2
128558,1
128594,3
128634,4
128648,4
128666,3
128667,3
128681,1
128682,1
128696,1
128746,1
128772,2
128777,8
128782,10
128804,1
128812,2
128827,1
128850,1
128855,1
128856,2
128876,2
128878,2
128902,1
128965,1
128995,4
129002,3
129047,1
129053,1
129066,1
129094,4
129100,1
129112,1
129128,3
129136,9
129155,1
129157,1
129173,1
129196,1
129202,2
129219,1
129243,2
129251,2
129267,4
129270,6
129291,4
129297,1
129308,9
129310,1
129331,9
129351,3
129364,2
129372,2
129378,1
129394,1
129395,5
129400,1
129426,7
129431,1
129435,2
129446,6
129492,6
129513,3
129520,3
129527,2
129548,2
129582,4
129584,2
129591,2
129614,4
129623,8
129635,1
129636,4
129648,1
129667,7
129675,10
129691,5
129709,8
129713,9
129733,4
129754,2
129760,1
129783,1
129788,4
129803,1
129806,5
129814,1
129822,8
129879,4
129905,1
129929,9
129966,3
129996,1
130023,3
130042,4
130058,4
130072,3
130130,1
130157,3
130163,2
130164,3
130255,4
130284,1
130285,3
130286,1
130333,1
130341,2
130346,5
130373,4
130374,2
130392,1
130444,4
130462,3
130465,3
130472,4
130504,4
130511,4
130516,2
130534,6
130565,2
130569,5
130605,6
130607,3
130650,3
130657,4
130664,3
130670,3
130726,1
130740,4
130742,2
130744,1
130750,1
130753,3
130810,5
130824,10
130834,13
130846,1
130873,1
130998,1
131034,1
131077,1
131081,1
131085,6
131098,3
131108,1
131119,7
131151,2
131152,4
131172,1
131175,7
131215,3
131216,1
131217,6
131229,5
131230,6
131262,3
131278,1
131295,3
131309,8
131316,6
131330,9
131336,7
131371,6
131390,7
131391,6
131406,5
131408,1
131418,1
131432,1
131438,1
131492,2
131532,4
131550,2
131566,3
131595,1
131635,8
131637,2
131639,4
131682,1
131725,1
131744,2
131758,6
131762,1
131763,4
131812,1
131813,1
131819,1
131821,4
131845,3
131850,4
131864,2
131885,3
131891,5
131916,2
131930,6
131979,9
131991,6
131999,1
132000,1
132006,6
132055,1
132058,8
132077,4
132109,3
132110,8
132120,1
132137,2
132189,1
132209,5
132210,1
132215,3
132221,1
132237,2
132252,2
132295,4
132302,1
132355,7
132369,5
132382,1
132383,2
132480,5
132486,1
132501,3
132535,2
132550,3
132564,1
132594,7
132613,4
132626,1
132640,1
132662,6
132679,1
132682,2
132688,1
132694,9
132698,6
132714,1
132723,4
132728,1
132748,2
132751,5
132755,2
132759,1
132764,1
132819,1
132823,1
132831,3
132844,2
132860,2
132905,3
132967,10
132971,2
132978,1
132992,1
132993,1
133004,1
133011,1
133012,5
133063,4
133073,1
133077,2
133109,4
133116,4
133128,6
133136,3
133187,3
133227,5
133229,1
133231,2
133242,1
133244,2
133260,3
133328,1
133334,2
133366,2
133371,5
133386,1
133395,2
133397,8
133430,1
133467,3
133472,2
133478,2
133500,1
133504,1
133506,5
133513,1
133514,1
133522,17
133538,8
133558,13
133571,1
133580,1
133591,3
133605,4
133652,1
133668,1
133682,1
133701,1
133733,1
133746,2
133787,2
133794,3
133797,3
133815,2
133825,15
133840,7
133852,4
133880,1
133899,4
133901,2
133914,10
133915,2
133921,2
133957,4
133962,4
133990,5
133995,1
134012,3
134076,6
134086,1
134089,2
134121,2
134138,1
134158,4
134184,8
134220,2
134226,1
134249,4
134251,1
134284,1
134346,3
134371,5
134380,4
134385,1
134393,6
134397,3
134404,1
134459,3
134461,2
134479,1
134487,4
134508,1
134523,1
134542,1
134548,8
134560,4
134575,1
134578,1
134584,1
134598,1
134609,4
134611,3
134615,1
134616,4
134644,3
134661,1
134688,5
134701,11
134756,2
134804,1
134842,6
134855,1
134948,3
134963,5
134974,1
134990,2
135001,1
135007,2
135049,4
135050,6
135079,6
135157,3
135222,1
135241,3
135332,4
135346,2
135364,1
135365,1
135384,2
135404,6
135438,3
135450,1
135482,3
135484,4
135487,1
135503,1
135552,1
135588,1
135604,1
135606,4
135645,6
135658,6
135659,4
135662,3
135687,8
135706,1
135720,4
135722,2
135770,2
135772,2
135773,5
135827,2
135834,2
135850,2
135862,3
135863,2
135873,1
135893,2
135910,1
135911,8
135939,2
135943,3
135945,1
135948,1
135963,1
135992,17
136029,1
136042,6
136107,2
136119,1
136166,4
136177,3
136192,1
136231,3
136236,9
136282,3
136291,1
136315,1
136318,5
136336,6
136337,4
136352,2
136353,1
136357,2
136370,2
136404,5
136412,2
136425,2
136441,2
136442,3
136541,11
136545,1
136561,12
136574,3
136611,1
136627,4
136640,1
136646,5
136665,1
136681,3
136683,10
136691,2
136702,9
136705,1
136717,10
136721,2
136722,4
136733,1
136747,2
136850,1
136854,6
136860,1
136877,2
136881,2
136883,13
136898,5
136913,1
136924,5
136941,1
136948,7
136969,3
137052,19
137056,8
137062,4
137084,2
137089,3
137090,2
137093,3
137098,1
137159,1
137161,3
137208,3
137214,4
137234,9
137237,1
137258,11
137263,3
137279,9
137314,3
137318,1
137347,1
137376,1
137377,6
137378,2
137397,10
137399,1
137414,1
137461,1
137509,4
137525,1
137545,4
137654,4
137656,3
137662,4
137666,1
137667,1
137700,4
137708,7
137725,2
137744,3
137760,1
137762,5
137791,6
137828,1
137858,1
137908,4
137938,10
138003,4
138023,2
138044,3
138059,2
138077,1
138096,4
138133,8
138165,1
138186,4
138192,3
138215,1
138241,1
138254,4
138291,1
138302,6
138339,1
138373,1
138383,2
138399,3
138424,1
138484,2
138547,1
138571,2
138573,6
138585,2
138599,3
138602,6
138604,2
138645,1
138663,6
138667,1
138671,5
138678,9
138685,2
138714,4
138726,3
138769,5
138781,5
138793,1
138813,5
138852,10
138859,1
138868,3
138871,3
138872,1
138911,1
138927,2
138934,2
138980,4
138992,3
138999,3
139064,1
139065,1
139069,5
139078,1
139132,8
139149,2
139150,1
139176,1
139183,3
139202,3
139206,5
139216,1
139224,4
139232,1
139239,2
139269,1
139298,1
139348,1
139355,1
139426,3
139435,2
139490,1
139498,5
139507,9
139514,2
139542,1
139553,1
139566,7
139588,1
139599,2
139620,1
139640,4
139650,7
139675,2
139677,3
139687,1
139688,3
139690,4
139710,6
139759,1
139765,6
139783,2
139786,5
139797,2
139823,6
139844,3
139865,3
139917,1
139925,1
139952,9
139972,1
139981,9
140003,2
140019,2
140028,1
140068,5
140079,1
140081,2
140084,3
140125,1
140138,2
140143,2
140149,3
140163,1
140218,1
140223,2
140274,2
140290,1
140304,6
140309,6
140314,1
140333,1
140340,1
140355,7
140395,4
140403,2
140417,1
140441,4
140451,3
140508,4
140509,2
140519,4
140525,5
140554,3
140568,2
140575,1
140670,1
140683,6
140686,9
140710,2
140770,1
140781,2
140833,2
140860,3
140892,4
140895,1
140913,1
140936,2
140941,3
140948,2
140955,2
141009,1
141075,2
141091,1
141094,1
141110,1
141130,1
141177,3
141186,4
141229,3
141238,4
141289,3
141314,6
141322,4
141323,2
141337,1
141338,5
141352,1
141375,4
141379,4
141402,3
141420,1
141422,1
141438,1
141446,1
141449,1
141470,1
141487,7
141509,2
141511,9
141553,1
141560,1
141570,7
141580,1
141601,4
141618,6
141620,13
141630,5
141647,4
141649,4
141651,1
141678,3
141684,2
141690,1
141710,1
141774,5
141793,3
141840,4
141866,7
141893,8
141908,1
141925,1
141939,3
141961,6
141979,1
141981,3
142001,2
142006,7
142024,2
142025,10
142056,5
142063,7
142064,6
142077,7
142083,1
142158,5
142163,4
142167,4
142171,3
142172,1
142238,1
142256,1
142277,1
142281,1
142282,1
142284,2
142317,2
142416,2
142417,1
142453,2
142456,3
142466,3
142539,1
142568,4
142571,2
142578,1
142591,1
142656,1
142659,7
142672,2
142679,5
142693,2
142698,4
142712,1
142724,2
142726,3
142730,5
142746,2
142750,3
142771,1
142779,1
142783,1
142813,4
142814,1
142860,4
142935,9
143078,2
143080,2
143101,1
143115,7
143134,3
143140,1
143171,1
143176,1
143182,2
143216,8
143235,1
143237,1
143245,2
143249,4
143257,1
143308,3
143348,1
143357,1
143358,1
143373,1
143414,6
143418,13
143421,6
143425,3
143441,1
143473,1
143478,5
143481,1
143507,6
143559,1
143561,4
143577,2
143586,1
143626,1
143636,2
143684,2
143708,2
143723,1
143759,3
143764,1
143786,5
143794,1
143808,2
143826,3
143837,6
143847,1
143872,7
143890,5
143899,2
143943,9
143944,2
143992,1
144023,2
144038,2
144094,1
144131,1
144133,8
144166,2
144172,5
144231,1
144293,1
144310,3
144344,3
144384,7
144388,2
144390,1
144392,2
144422,1
144427,3
144432,4
144442,1
144468,3
144471,5
144495,2
144498,4
144505,2
144527,4
144559,1
144563,2
144573,2
144578,1
144589,3
144603,2
144604,16
144617,2
144619,1
144632,3
144663,1
144679,1
144685,6
144687,2
144714,2
144716,3
144726,1
144735,1
144737,2
144862,1
144864,3
144888,4
144891,4
144913,4
144933,1
144934,2
144944,1
144967,1
144979,1
145000,1
145031,6
145044,1
145073,2
145119,5
145150,1
145154,6
145155,4
145178,9
145180,1
145190,1
145210,2
145232,3
145253,3
145283,6
145286,1
145353,7
145384,1
145393,1
145426,3
145450,1
145460,3
145474,6
145498,2
145536,1
145569,10
145571,1
145579,4
145581,6
145592,2
145637,1
145638,1
145641,2
145656,4
145659,1
145681,3
145686,1
145747,5
145771,1
145787,1
145838,1
145848,1
145861,2
145883,10
145896,6
145918,1
145920,1
145922,1
145934,9
145935,5
145952,7
145988,7
146001,16
146017,1
146067,2
146097,2
146190,6
146208,6
146210,2
146211,3
146235,6
146280,3
146370,1
146400,4
146449,2
146464,5
146496,1
146501,4
146510,3
146515,1
146526,4
146534,1
146536,5
146552,3
146691,1
146703,3
146705,1
146710,1
146716,1
146738,7
146788,1
146807,3
146823,1
146826,2
146840,3
146965,1
146989,1
147001,3
147021,3
147033,1
147044,5
147046,16
147065,17
147113,6
147153,18
147164,15
147194,1
147203,10
147211,3
147249,1
147320,2
147322,1
147351,4
147356,6
147410,1
147413,4
147414,1
147469,1
147479,6
147509,4
147537,1
147592,1
147595,3
147605,6
147610,6
147620,2
147625,2
147662,1
147689,1
147694,3
147717,6
147724,9
147737,3
147751,2
147757,2
147765,5
147784,4
147817,4
147837,1
147843,1
147845,6
147859,1
147884,3
147911,2
147948,1
147957,16
147958,1
147968,2
148018,3
148032,2
148076,1
148078,1
148141,5
148157,4
148167,1
148182,1
148208,3
148231,1
148283,4
148288,1
148292,6
148308,2
148324,1
148363,4
148372,1
148381,1
148395,2
148410,1
148427,1
148454,11
148473,1
148508,4
148515,3
148516,1
148535,2
148540,3
148603,1
148650,2
148664,3
148673,1
148709,4
148719,3
148721,12
148742,3
148745,4
148750,1
148751,2
148763,11
148788,3
148794,3
148815,6
148833,7
148854,2
148868,5
148877,8
148886,1
148901,12
148905,11
148920,1
148922,5
148927,3
148947,2
148989,2
149030,4
149043,3
149048,3
149061,1
149063,2
149075,3
149145,3
149155,3
149173,1
149177,1
149201,4
149239,4
149274,1
149326,4
149330,1
149367,4
149387,1
149458,1
149497,4
149503,1
149523,4
149556,1
149573,6
149592,2
149597,1
149613,2
149623,2
149633,7
149638,3
149647,3
149667,1
149685,2
149709,4
149726,1
149731,1
149748,2
149751,2
149765,1
149771,3
149791,2
149826,1
149835,1
149839,1
149851,6
149893,3
149939,6
149993,2
150001,3
150010,2
150084,1
150099,4
150100,3
150102,9
150112,4
150126,3
150129,3
150136,1
150142,11
150215,1
150238,10
150280,5
150288,2
150322,1
150346,4
150356,4
150378,2
150399,4
150416,2
150471,5
150536,1
150572,4
150623,1
150644,2
150650,4
150671,1
150680,10
150700,6
150740,2
150747,3
150751,1
150790,3
150796,2
150814,1
150815,1
150850,7
150855,2
150872,1
150889,1
150898,1
150903,1
150910,1
150932,4
150958,2
150974,6
150995,1
151025,3
151026,8
151028,2
151043,3
151044,1
151054,2
151055,4
151073,2
151074,1
151077,2
151082,6
151111,2
151150,1
151188,6
151192,10
151217,6
151284,2
151293,1
151295,2
151298,4
151329,5
151333,1
151352,2
151397,4
151412,6
151493,1
151494,2
151507,2
151513,4
151574,15
151655,1
151662,2
151670,1
151672,4
151681,3
151732,5
151747,4
151778,1
151784,2
151786,3
151791,1
151794,1
151805,2
151816,3
151828,2
151836,1
151845,7
151848,2
151852,4
151871,3
151899,3
151908,12
151930,4
151933,1
151938,1
151944,1
151953,11
151960,1
151977,4
151988,1
152004,3
152036,3
152045,2
152056,9
152078,1
152079,2
152102,1
152117,2
152122,5
152139,2
152183,1
152186,1
152201,4
152212,1
152218,2
152249,1
152257,2
152264,1
152272,2
152282,1
152311,7
152323,2
152339,1
152344,4
152346,3
152350,1
152360,1
152362,3
152386,1
152400,1
152444,1
152480,3
152496,12
152508,4
152545,6
152618,6
152647,4
152671,8
152714,4
152728,1
152746,7
152756,1
152811,1
152878,1
152902,1
152913,2
152927,1
152932,1
152957,2
152964,1
152997,1
153007,1
153036,2
153040,1
153047,1
153048,6
153059,5
153070,3
153123,3
153133,4
153148,2
153163,3
153179,1
153181,1
153208,1
153221,9
153260,2
153288,1
153289,7
153305,4
153323,1
153339,6
153363,2
153388,5
153397,1
153405,7
153407,3
153411,6
153416,3
153438,1
153470,2
153478,1
153488,5
153489,1
153492,1
153499,1
153540,1
153541,1
153549,5
153571,2
153573,4
153576,9
153590,1
153618,1
153654,1
153679,1
153681,1
153690,3
153697,3
153711,1
153721,1
153724,2
153744,1
153756,2
153777,3
153788,2
153790,6
153794,2
153829,6
153863,4
153879,5
153912,1
153926,2
153931,6
153966,2
153990,4
153992,2
153999,4
154036,1
154061,4
154083,7
154095,5
154098,3
154120,2
154166,5
154169,1
154190,2
154226,1
154232,5
154236,1
154246,1
154263,1
154325,1
154353,4
154373,3
154417,1
154458,1
154469,2
154474,3
154484,5
154522,2
154527,4
154533,1
154559,1
154584,3
154604,1
154618,1
154673,4
154682,5
154701,1
154706,2
154726,6
154750,14
154774,3
154826,6
154901,1
154909,5
154943,2
154971,8
154977,1
154980,3
154993,6
155000,4
155008,4
155016,7
155063,1
155129,3
155138,3
155147,1
155150,1
155213,5
155222,1
155230,1
155233,2
155251,1
155293,4
155355,2
155374,2
155390,4
155395,1
155462,4
155509,3
155512,1
155516,3
155518,9
155520,1
155525,5
155529,5
155565,3
155571,6
155577,4
155625,6
155632,2
155654,1
155685,6
155689,6
155736,6
155740,1
155753,1
155805,2
155829,1
155840,1
155851,2
155854,1
155856,4
155911,1
155932,1
156022,1
156035,4
156045,8
156048,1
156081,1
156102,1
156106,1
156123,1
156162,6
156185,2
156193,2
156209,3
156228,1
156258,4
156265,1
156273,1
156282,6
156284,4
156307,1
156313,9
156355,4
156385,1
156391,3
156394,4
156443,8
156472,1
156479,1
156485,1
156492,2
156573,1
156575,4
156577,9
156613,4
156619,3
156627,5
156645,2
156669,1
156679,6
156682,4
156703,1
156715,1
156720,6
156730,1
156749,1
156788,4
156794,3
156796,1
156815,1
156822,4
156827,3
156847,3
156868,3
156877,2
156880,3
156914,4
156941,3
156972,2
156975,2
156983,4
156986,1
156998,1
157045,2
157047,6
157049,2
157071,7
157074,1
157104,1
157121,9
157137,1
157154,4
157176,8
157242,1
157286,2
157287,2
157302,1
157308,1
157360,2
157373,4
157378,1
157379,6
157401,1
157439,4
157480,1
157481,1
157509,1
157529,6
157583,6
157589,4
157598,2
157613,1
157650,2
157668,4
157700,1
157701,2
157702,1
157703,5
157743,1
157790,1
157801,1
157821,1
157830,1
157856,2
157880,3
157941,4
157945,7
157948,1
157958,2
157961,7
158099,2
158108,3
158151,1
158168,3
158170,3
158171,4
158196,4
158239,3
158242,4
158243,1
158249,1
158274,1
158292,6
158303,1
158307,3
158312,1
158325,1
158329,1
158338,4
158348,3
158349,9
158366,1
158375,1
158417,5
158437,2
158448,4
158472,1
158515,1
158547,4
158557,1
158594,4
158613,3
158615,1
158616,4
158617,9
158625,1
158634,2
158639,3
158642,1
158644,1
158647,1
158684,1
158689,2
158702,6
158707,1
158718,1
158793,2
158806,3
158814,1
158856,1
158874,2
158889,8
158896,1
158901,1
158917,2
158938,1
158942,1
158958,1
158973,3
159029,1
159032,3
159044,6
159046,4
159060,1
159069,1
159095,1
159101,1
159103,3
159111,3
159118,1
159123,1
159126,3
159137,1
159161,6
159173,1
159196,1
159205,3
159217,2
159258,1
159259,7
159261,4
159287,2
159297,5
159335,3
159341,4
159355,3
159361,5
159385,1
159395,2
159417,2
159509,1
159515,4
159591,2
159606,2
159626,1
159649,1
159693,1
159702,1
159711,3
159729,2
159760,2
159761,3
159775,10
159777,2
159834,5
159853,1
159862,1
159889,1
159909,2
159945,2
159947,1
160061,2
160063,1
160072,1
160092,4
160103,7
160125,1
160150,3
160185,1
160207,3
160220,10
160221,4
160262,3
160283,3
160296,3
160328,7
160385,2
160387,6
160393,1
160397,1
160413,7
160477,1
160493,2
160506,5
160515,3
160536,4
160548,3
160592,1
160595,1
160616,4
160646,1
160682,4
160701,1
160709,2
160775,1
160782,5
160800,3
160812,7
160853,3
160874,1
160881,1
160906,2
160956,2
160968,3
160971,2
160973,2
160988,5
160999,4
161007,1
161012,3
161037,6
161070,3
161075,3
161112,10
161130,1
161138,1
161144,1
161164,4
161194,1
161203,7
161237,1
161238,1
161281,2
161314,1
161321,3
161328,1
161341,12
161370,2
161406,6
161453,3
161479,1
161480,1
161544,5
161552,6
161556,1
161559,9
161568,4
161597,1
161606,5
161625,7
161640,5
161641,2
161666,10
161685,1
161693,1
161696,1
161734,4
161750,2
161756,4
161770,3
161781,1
161811,2
161815,7
161820,5
161822,4
161825,1
161859,4
161873,3
161880,2
161906,1
161994,3
162003,1
162012,7
162016,3
162030,1
162045,2
162048,2
162082,2
162084,3
162108,3
162109,2
162122,1
162157,3
162160,6
162182,4
162201,3
162214,1
162245,5
162252,3
162258,1
162283,1
162342,1
162367,3
162388,5
162413,1
162416,5
162421,3
162427,6
162435,1
162446,4
162475,7
162482,4
162488,1
162490,5
162529,1
162552,1
162568,2
162596,7
162620,2
162640,9
162654,1
162668,1
162718,4
162723,1
162750,1
162789,3
162863,1
162883,5
162900,5
162906,3
162942,1
162976,3
162981,4
163024,6
163035,3
163040,1
163060,1
163077,1
163178,5
163202,3
163219,8
163236,2
163243,1
163268,2
163294,3
163326,1
163371,2
163438,1
163511,8
163521,6
163523,2
163553,3
163572,3
163577,3
163585,1
163615,1
163634,4
163643,1
163654,1
163686,3
163698,2
163707,1
163723,1
163774,4
163815,1
163893,3
163899,1
163910,1
163916,2
163917,3
163918,3
163950,2
163977,2
164049,1
164071,8
164082,3
164108,6
164121,1
164128,1
164134,1
164143,1
164150,4
164157,1
164179,6
164201,1
164202,5
164247,1
164259,4
164268,1
164312,2
164346,4
164407,4
164442,1
164519,2
164526,2
164532,1
164537,1
164548,1
164575,1
164580,3
164617,6
164625,2
164671,3
164676,1
164701,3
164731,1
164737,10
164755,11
164763,1
164785,4
164811,2
164844,1
164850,4
164856,2
164873,6
164909,2
164912,4
164945,2
164950,8
164955,1
165017,1
165039,3
165053,2
165072,2
165085,9
165172,3
165219,3
165224,6
165229,1
165253,4
165255,1
165259,1
165262,1
165267,1
165285,4
165333,4
165367,1
165408,2
165430,6
165439,4
165455,3
165467,9
165486,5
165490,2
165520,1
165544,1
165546,4
165554,2
165590,1
165595,1
165629,4
165639,3
165679,1
165721,1
165728,3
165789,5
165911,8
165925,1
165970,3
165984,2
166015,1
166017,3
166030,1
166036,1
166059,1
166065,5
166071,1
166074,3
166082,1
166083,6
166097,1
166118,1
166122,2
166139,11
166172,4
166183,3
166189,1
166192,8
166201,11
166206,1
166207,4
166212,1
166257,1
166312,2
166317,3
166358,10
166367,3
166395,2
166403,10
166410,4
166429,5
166443,9
166481,2
166484,1
166487,4
166498,3
166507,10
166510,4
166518,3
166529,2
166535,1
166546,2
166557,1
166564,1
166579,1
166581,6
166592,4
166615,3
166616,1
166622,6
166631,1
166634,3
166636,1
166651,1
166674,3
166695,1
166732,11
166764,1
166784,1
166786,2
166795,8
166845,1
166861,5
166862,1
166874,1
166884,1
166938,5
166945,8
166950,12
166969,4
166998,1
167031,3
167058,1
167071,2
167087,4
167091,5
167092,1
167094,1
167097,6
167104,3
167105,7
167118,1
167129,8
167144,1
167166,2
167190,1
167216,1
167261,5
167335,1
167386,3
167453,1
