ip,app,ip_app_channel_0
116834,18,2
116836,9,1
116841,1,1
116841,9,1
116841,12,1
116841,13,1
116841,15,1
116841,17,1
116841,21,1
116851,9,1
116852,9,1
116853,12,1
116853,15,1
116853,18,1
116861,12,1
116870,9,3
116870,18,1
116871,2,1
116871,3,1
116871,9,2
116871,18,1
116878,17,1
116879,9,2
116879,12,1
116880,2,1
116880,12,1
116880,18,1
116881,13,1
116881,19,1
116894,12,1
116896,9,1
116896,12,2
116896,13,1
116896,14,1
116907,9,1
116913,1,1
116913,3,2
116913,8,2
116913,9,1
116913,15,1
116913,21,1
116919,1,1
116919,9,2
116919,12,2
116919,17,1
116919,21,1
116925,2,1
116932,9,1
116932,12,1
116935,1,2
116935,2,1
116935,3,2
116935,8,8
116935,9,8
116935,12,3
116935,15,2
116935,21,1
116938,18,1
116946,3,1
116946,18,1
116946,27,1
116947,12,1
116947,14,1
116949,9,3
116949,12,1
116949,29,1
116955,2,2
116955,3,1
116955,8,2
116955,12,2
116955,14,1
116955,15,2
116955,18,1
116963,15,1
116963,19,1
116966,18,1
116973,8,1
116973,9,1
116973,12,1
116973,13,1
116973,18,1
116977,18,1
116978,2,1
116978,12,1
116980,2,2
116980,3,3
116980,11,1
116980,12,1
116980,14,1
116980,15,2
116980,18,2
116980,23,1
116987,3,1
116987,9,1
116987,12,4
116987,15,5
116987,18,4
116990,9,1
116992,1,1
116992,3,2
116992,9,4
116992,12,3
116992,13,1
116992,150,1
117005,3,1
117005,11,1
117005,15,1
117005,18,1
117005,23,1
117006,2,2
117006,3,1
117006,6,1
117006,14,1
117006,15,1
117006,17,1
117006,18,1
117006,21,1
117011,8,1
117011,9,1
117011,10,1
117011,12,2
117011,13,1
117011,15,1
117014,2,1
117018,9,1
117021,1,1
117021,3,1
117021,9,1
117021,12,1
117021,15,4
117021,17,1
117045,15,5
117050,2,1
117050,21,1
117054,13,1
117056,2,1
117056,3,1
117056,11,1
117056,15,1
117056,18,1
117061,1,1
117061,8,2
117061,9,2
117061,12,1
117061,15,1
117061,18,1
117061,21,1
117069,2,1
117069,3,1
117069,14,1
117069,15,1
117069,18,1
117072,2,1
117072,3,1
117072,14,1
117072,15,1
117078,1,1
117078,9,2
117078,12,2
117078,15,1
117078,18,1
117086,3,1
117086,9,1
117086,18,1
117086,20,1
117089,2,1
117089,3,1
117089,9,2
117089,12,2
117089,13,1
117089,14,2
117089,15,1
117089,17,1
117089,18,1
117094,3,1
117094,18,2
117115,1,1
117115,2,2
117115,3,2
117115,8,1
117115,9,1
117115,12,1
117115,14,1
117115,15,2
117115,18,2
117115,19,2
117115,23,1
117115,28,1
117117,12,1
117118,3,2
117122,1,1
117122,3,1
117122,12,2
117122,13,1
117122,14,1
117122,15,1
117122,18,1
117122,28,1
117151,2,1
117151,3,1
117151,9,2
117151,12,2
117151,14,1
117151,15,1
117151,18,1
117152,15,1
117152,18,1
117156,2,1
117156,3,2
117156,9,1
117156,11,1
117156,12,1
117156,14,1
117156,20,1
117157,1,1
117157,2,1
117157,6,1
117157,8,2
117157,9,5
117157,12,1
117157,15,2
117157,18,1
117157,25,1
117167,3,1
117168,3,1
117178,2,1
117178,3,1
117178,5,1
117178,9,1
117178,12,1
117178,14,1
117178,15,1
117178,26,1
117178,56,1
117178,94,1
117186,3,1
117186,15,1
117186,21,1
117193,12,1
117193,18,1
117202,8,3
117202,12,3
117206,9,1
117206,12,1
117206,15,1
117206,18,1
117207,2,1
117209,2,1
117209,8,2
117209,12,1
117209,15,1
117226,2,1
117226,3,2
117226,9,1
117226,12,1
117226,13,1
117226,14,1
117226,15,1
117226,21,1
117226,26,1
117226,28,1
117236,2,1
117236,19,1
117242,21,1
117248,13,1
117289,2,1
117289,3,1
117289,9,3
117289,12,1
117291,2,1
117291,3,2
117291,9,1
117291,11,1
117291,12,1
117291,15,1
117291,18,2
117291,23,1
117291,26,1
117291,27,1
117291,28,1
117295,1,1
117295,2,2
117295,3,4
117295,8,2
117295,11,1
117295,12,3
117295,14,2
117295,15,3
117295,18,2
117295,23,1
117301,13,1
117301,20,1
117301,24,1
117313,2,1
117318,3,1
117318,15,1
117325,3,1
117325,9,2
117325,12,2
117326,3,1
117331,1,1
117331,2,1
117331,3,2
117331,9,3
117331,11,1
117331,12,2
117331,13,1
117331,14,1
117331,18,1
117331,23,1
117331,26,1
117334,1,2
117334,2,1
117334,3,1
117334,8,1
117334,9,2
117334,12,7
117334,13,1
117334,14,1
117334,15,4
117334,18,4
117334,20,1
117334,24,1
117345,2,2
117345,3,2
117345,13,2
117345,14,2
117345,15,2
117354,1,1
117354,9,1
117354,12,1
117354,13,1
117354,15,1
117354,18,3
117354,21,1
117358,2,1
117358,3,2
117358,5,1
117358,9,2
117358,11,1
117358,12,1
117358,14,1
117358,15,1
117358,18,1
117358,26,1
117358,27,1
117361,14,1
117361,15,1
117365,2,1
117365,3,2
117365,9,1
117365,12,1
117365,13,1
117365,14,1
117365,15,1
117365,26,1
117368,19,1
117373,1,1
117373,8,3
117373,9,1
117373,15,1
117389,3,1
117389,9,1
117389,13,1
117389,14,1
117389,18,1
117389,34,1
117392,12,1
117407,1,1
117407,12,1
117407,18,2
117423,8,2
117423,12,2
117427,2,1
117427,3,1
117427,9,1
117427,14,1
117428,3,3
117428,9,5
117428,12,3
117428,15,1
117428,21,1
117428,26,1
117428,28,1
117431,9,1
117431,18,1
117450,2,1
117450,3,6
117450,6,2
117450,9,2
117450,25,4
117463,9,1
117463,13,1
117491,9,1
117495,9,1
117505,3,2
117505,9,1
117505,11,1
117505,12,2
117505,14,1
117505,15,4
117505,18,3
117505,22,1
117506,1,1
117506,8,1
117506,9,1
117506,12,2
117506,13,1
117509,8,2
117509,12,2
117524,2,1
117524,3,1
117524,14,1
117524,15,1
117524,18,1
117526,2,2
117526,3,3
117526,9,2
117526,11,1
117526,12,1
117526,14,2
117526,15,2
117526,18,1
117526,22,1
117526,23,1
117526,26,1
117526,27,1
117529,3,1
117529,10,1
117529,18,1
117529,27,1
117531,1,3
117531,8,3
117531,9,6
117531,12,3
117531,18,1
117531,20,3
117531,24,3
117533,21,1
117553,2,2
117553,3,2
117553,9,3
117553,11,1
117553,15,1
117559,12,1
117559,15,1
117559,18,1
117559,20,1
117559,24,1
117559,32,1
117574,2,1
117574,3,2
117574,12,1
117574,13,1
117574,14,1
117574,15,1
117574,18,1
117574,27,1
117582,12,1
117582,26,1
117584,29,2
117597,5,1
117602,18,1
117605,2,2
117605,3,2
117605,9,1
117605,11,1
117605,14,1
117605,15,1
117605,18,1
117611,2,1
117611,3,1
117637,15,1
117643,9,1
117656,9,1
117656,12,1
117673,1,1
117673,9,1
117673,12,2
117673,13,1
117673,15,1
117673,17,1
117673,21,1
117712,2,1
117712,3,1
117712,9,1
117712,11,1
117712,14,1
117712,15,1
117712,20,1
117715,2,1
117715,14,1
117715,15,1
117725,18,1
117753,1,1
117753,12,6
117753,13,1
117753,21,1
117769,3,2
117769,11,1
117769,14,1
117769,15,1
117769,18,2
117769,27,1
117796,8,1
117796,12,1
117811,2,1
117830,2,1
117865,1,1
117865,3,1
117865,4,1
117865,7,2
117865,8,1
117865,9,3
117867,1,1
117867,2,19
117867,3,3
117867,8,4
117867,12,2
117867,15,2
117867,18,1
117867,19,1
117867,27,1
117869,15,1
117878,1,1
117878,9,1
117878,12,1
117878,21,1
117880,12,1
117880,17,1
117898,1,1
117898,2,10
117898,3,3
117898,8,1
117898,9,8
117898,10,1
117898,11,1
117898,12,6
117898,14,1
117898,15,2
117898,18,5
117898,20,1
117898,21,2
117898,23,1
117898,24,1
117904,2,1
117904,3,2
117904,14,1
117904,15,1
117904,23,1
117904,27,1
117913,18,2
117913,23,1
117914,9,1
117914,12,1
117914,18,1
117915,3,1
117915,9,1
117915,12,1
117915,13,1
117915,15,1
117915,17,1
117915,21,2
117921,3,3
117923,9,1
117923,12,1
117938,2,1
117938,3,1
117938,13,1
117938,14,1
117938,15,1
117938,35,1
117940,18,1
117947,3,2
117947,9,1
117947,12,1
117947,14,1
117947,15,1
117947,18,1
117950,1,2
117950,9,2
117950,12,2
117950,21,1
117954,2,1
117954,3,1
117954,9,1
117954,12,2
117959,18,1
117979,9,1
117979,12,1
117979,17,1
117979,18,1
117989,8,2
117989,9,2
117989,12,2
117993,3,1
117993,12,1
117993,18,1
117997,18,2
118005,2,1
118005,3,1
118005,12,1
118005,14,1
118005,15,1
118005,18,2
118017,1,1
118017,8,3
118017,9,1
118017,15,1
118018,2,1
118018,3,3
118018,6,1
118018,8,2
118018,9,4
118018,12,3
118018,25,2
118031,9,1
118042,3,1
118042,15,1
118044,1,1
118044,2,1
118044,3,2
118044,9,1
118044,11,1
118044,12,1
118044,14,1
118044,17,1
118044,18,2
118044,21,1
118044,22,1
118044,23,1
118044,28,1
118056,9,1
118057,2,1
118057,18,1
118061,3,1
118065,3,1
118065,83,1
118068,3,1
118068,6,1
118068,18,1
118068,64,1
118073,1,1
118073,2,1
118073,3,1
118073,12,1
118073,14,1
118073,15,1
118073,18,1
118079,1,1
118079,2,1
118079,3,3
118079,8,4
118079,9,1
118079,11,2
118079,14,2
118079,15,3
118079,18,5
118079,20,1
118079,23,1
118079,27,1
118094,9,1
118098,2,1
118098,3,1
118098,9,1
118098,12,1
118098,13,1
118098,14,1
118098,15,1
118098,26,1
118101,18,1
118101,536,1
118103,2,1
118103,3,2
118103,12,1
118103,14,1
118103,15,1
118103,18,1
118115,2,2
118115,6,1
118115,9,1
118115,12,1
118115,17,1
118123,1,3
118123,2,3
118123,3,2
118123,8,3
118123,9,4
118123,12,3
118123,14,1
118123,15,3
118123,17,1
118123,18,3
118123,21,2
118123,88,1
118125,6,1
118125,26,1
118137,9,2
118145,2,1
118145,12,1
118146,2,1
118146,3,4
118146,9,1
118146,12,1
118146,14,1
118146,15,3
118146,17,1
118146,18,1
118146,25,1
118147,15,1
118154,2,4
118154,3,1
118154,12,1
118154,26,1
118155,9,1
118157,13,1
118183,15,1
118183,18,1
118183,117,1
118186,2,1
118186,3,2
118186,6,1
118186,9,1
118186,12,1
118186,14,1
118186,15,1
118186,18,1
118186,64,1
118190,3,1
118190,19,1
118192,2,1
118192,9,1
118192,14,1
118192,15,1
118192,18,1
118208,6,1
118208,12,1
118212,1,1
118212,2,1
118212,9,1
118212,12,4
118212,13,1
118212,21,1
118217,9,1
118222,9,4
118229,1,2
118229,2,13
118229,3,11
118229,8,2
118229,9,13
118229,11,2
118229,12,15
118229,13,2
118229,14,7
118229,15,6
118229,17,3
118229,18,6
118229,19,4
118229,21,5
118229,23,4
118229,25,1
118229,26,2
118229,27,2
118229,28,1
118229,83,1
118245,2,1
118245,3,1
118245,12,1
118245,14,1
118245,15,1
118245,21,1
118245,26,1
118245,28,1
118250,2,1
118250,3,2
118250,9,1
118250,11,1
118250,18,1
118250,20,1
118250,26,1
118250,27,1
118252,1,2
118252,2,7
118252,3,8
118252,8,2
118252,9,8
118252,11,2
118252,12,7
118252,13,1
118252,14,2
118252,15,3
118252,18,1
118252,19,3
118252,20,1
118252,21,2
118252,22,1
118252,23,1
118252,25,1
118257,2,1
118257,3,1
118257,12,2
118261,13,1
118271,3,1
118271,14,1
118282,2,1
118282,3,1
118282,14,1
118282,15,1
118284,2,11
118284,3,4
118284,8,2
118284,9,8
118284,12,4
118284,13,1
118284,14,3
118284,15,5
118284,17,1
118284,18,3
118284,19,1
118284,21,1
118284,28,1
118292,2,1
118292,3,1
118292,12,1
118292,18,1
118302,12,2
118306,3,1
118306,9,1
118306,13,1
118306,14,1
118306,15,1
118306,18,1
118311,1,2
118311,8,6
118311,9,2
118311,15,2
118313,1,2
118313,8,4
118313,9,1
118313,15,2
118315,1,4
118315,2,7
118315,3,4
118315,8,1
118315,9,4
118315,10,1
118315,11,3
118315,12,13
118315,13,1
118315,14,1
118315,15,2
118315,17,3
118315,18,6
118315,19,1
118315,21,5
118315,26,2
118315,29,1
118319,6,1
118319,9,1
118319,12,1
118320,2,1
118320,3,1
118320,14,1
118320,15,2
118320,18,1
118321,2,1
118321,12,1
118321,14,1
118321,15,2
118321,18,1
118324,1,1
118324,2,1
118324,3,1
118324,9,2
118324,12,1
118324,14,2
118324,15,2
118324,35,1
118334,1,1
118334,3,2
118334,5,1
118334,9,1
118334,12,2
118334,23,2
118334,26,1
118334,27,1
118334,28,1
118338,9,1
118338,70,1
118339,1,2
118339,2,5
118339,3,2
118339,6,1
118339,8,2
118339,9,5
118339,12,11
118339,13,1
118339,14,1
118339,15,2
118339,17,2
118339,18,5
118339,21,1
118339,26,1
118339,29,1
118340,2,1
118340,3,1
118340,12,1
118340,18,2
118340,23,1
118340,27,1
118340,83,2
118346,8,2
118346,9,1
118346,12,2
118346,21,1
118346,29,1
118349,2,1
118349,3,2
118349,12,1
118349,18,1
118349,22,1
118349,23,1
118357,3,1
118357,15,1
118367,1,2
118367,2,1
118367,3,10
118367,6,2
118367,8,2
118367,9,7
118367,11,3
118367,12,7
118367,13,1
118367,14,1
118367,15,3
118367,17,3
118367,18,6
118367,19,3
118367,20,1
118367,21,2
118367,22,1
118367,23,1
118367,26,2
118367,33,1
118376,2,1
118376,11,1
118376,12,1
118383,2,2
118383,3,2
118383,14,2
118383,15,2
118383,21,1
118383,60,1
118386,3,1
118393,1,1
118393,2,1
118393,3,5
118393,6,1
118393,8,7
118393,9,5
118393,11,1
118393,12,4
118393,14,1
118393,15,4
118393,18,2
118393,21,3
118393,25,2
118393,57,1
118394,1,1
118394,3,1
118394,9,1
118394,12,1
118394,14,1
118394,15,1
118394,26,1
118397,9,1
118399,3,2
118399,9,2
118399,12,2
118399,26,1
118400,3,2
118400,6,1
118400,9,3
118400,25,1
118404,9,1
118404,21,1
118406,64,1
118408,3,1
118408,9,1
118408,12,4
118410,8,3
118410,9,1
118410,12,3
118412,1,2
118412,2,2
118412,3,4
118412,8,7
118412,9,6
118412,11,2
118412,12,1
118412,14,2
118412,15,7
118412,18,3
118412,20,1
118412,21,1
118412,22,1
118413,2,1
118432,2,1
118436,12,1
118436,13,1
118436,17,1
118436,21,1
118440,1,1
118440,2,5
118440,3,6
118440,6,1
118440,9,5
118440,11,2
118440,12,3
118440,13,1
118440,14,4
118440,15,5
118440,17,1
118440,18,6
118440,21,1
118440,29,1
118440,64,1
118441,1,1
118441,2,1
118441,3,1
118441,9,1
118441,12,3
118441,14,1
118441,15,1
118441,18,2
118441,26,1
118442,3,1
118442,9,1
118442,18,1
118442,22,1
118444,1,1
118444,2,4
118444,3,2
118444,5,1
118444,9,2
118444,11,1
118444,12,1
118444,14,2
118444,15,1
118444,18,2
118444,22,1
118444,23,1
118444,26,1
118444,27,1
118449,9,2
118457,1,1
118457,12,1
118457,13,1
118457,21,1
118458,12,1
118458,21,1
118469,12,1
118475,1,1
118475,2,1
118475,3,3
118475,12,3
118475,14,1
118475,15,4
118475,18,5
118475,29,1
118475,64,2
118486,8,1
118486,12,1
118494,3,3
118496,9,1
118496,21,1
118502,8,1
118511,25,1
118512,1,1
118512,2,10
118512,3,3
118512,9,6
118512,11,1
118512,12,4
118512,15,1
118512,17,1
118512,18,1
118512,20,2
118512,21,1
118512,23,1
118512,24,1
118512,26,1
118512,27,1
118512,28,1
118534,2,3
118534,9,2
118534,12,2
118534,20,1
118534,24,1
118551,1,1
118551,9,1
118551,12,1
118551,13,1
118551,17,1
118551,21,1
118561,6,1
118561,9,1
118561,29,2
118561,64,1
118562,21,1
118563,1,1
118563,2,2
118563,8,3
118563,9,4
118563,12,1
118563,15,1
118563,18,1
118563,21,1
118578,2,1
118578,3,1
118578,9,2
118578,12,2
118578,13,1
118578,14,1
118578,15,1
118582,2,1
118582,3,1
118582,18,1
118590,6,1
118590,12,1
118590,64,1
118597,2,4
118597,3,2
118597,9,2
118597,10,1
118597,11,1
118597,14,1
118597,15,3
118597,18,2
118597,21,1
118597,23,1
118598,1,1
118598,9,1
118598,12,1
118598,13,1
118598,17,1
118624,2,2
118625,1,1
118625,2,5
118625,3,2
118625,8,1
118625,9,7
118625,12,1
118625,14,1
118625,15,2
118625,18,3
118625,21,1
118630,8,1
118630,9,3
118630,12,3
118630,13,1
118630,18,1
118634,2,1
118639,18,1
118642,2,1
118642,3,1
118642,5,1
118642,9,2
118642,10,1
118642,11,1
118642,14,1
118642,26,1
118647,1,1
118647,8,1
118647,9,3
118647,12,1
118647,20,1
118647,21,1
118647,24,1
118648,2,6
118648,8,1
118648,9,1
118648,21,1
118653,2,1
118657,3,2
118657,11,1
118657,15,1
118657,18,1
118657,23,1
118657,26,1
118657,27,1
118658,1,1
118658,2,2
118658,3,2
118658,8,1
118658,9,3
118658,12,2
118658,13,1
118658,14,1
118658,15,2
118658,21,1
118658,23,1
118658,27,1
118658,64,1
118663,2,2
118663,3,1
118663,9,2
118663,12,1
118663,14,1
118663,15,1
118690,2,1
118690,12,1
118696,9,1
118696,27,1
118697,21,1
118702,2,1
118702,3,1
118702,9,1
118722,3,1
118722,14,1
118722,21,1
118724,19,1
118724,23,1
118725,2,1
118728,2,1
118728,3,2
118728,9,1
118728,14,1
118728,15,1
118728,23,1
118728,26,1
118735,11,1
118735,18,1
118744,2,1
118744,9,1
118744,12,1
118748,9,1
118748,37,1
118752,2,1
118752,3,2
118752,9,2
118752,11,1
118752,12,1
118752,15,1
118752,18,2
118752,21,1
118752,27,1
118753,18,1
118755,2,1
118756,2,1
118756,3,1
118756,12,4
118756,14,1
118756,15,5
118756,18,5
118756,21,1
118760,2,1
118760,3,1
118760,9,1
118760,12,1
118765,1,1
118765,2,2
118765,12,1
118765,14,1
118765,15,1
118765,18,1
118776,2,1
118776,3,1
118776,9,1
118776,12,1
118781,1,1
118781,9,1
118781,12,1
118781,13,1
118788,9,1
118797,18,1
118807,2,1
118807,3,1
118807,9,2
118807,12,1
118807,14,1
118807,15,1
118809,2,1
118809,9,1
118810,3,1
118810,14,1
118810,17,1
118825,82,1
118829,1,1
118829,8,1
118829,9,3
118829,15,1
118829,21,1
118831,2,1
118831,3,1
118839,1,1
118839,9,2
118839,12,2
118839,13,1
118839,17,1
118842,9,1
118844,2,2
118844,3,5
118844,11,2
118844,12,1
118844,13,1
118844,14,1
118844,15,3
118844,18,3
118844,22,1
118844,23,1
118844,26,1
118844,28,1
118847,1,3
118847,2,2
118847,3,5
118847,6,1
118847,9,2
118847,11,1
118847,12,3
118847,14,1
118847,15,3
118847,17,1
118847,18,1
118847,21,1
118847,23,1
118847,25,2
118847,28,1
118849,3,1
118849,6,2
118849,9,2
118849,12,2
118856,3,1
118856,12,2
118857,9,1
118857,12,1
118866,9,2
118866,13,1
118873,2,1
118879,3,1
118879,15,1
118881,1,1
118881,2,1
118881,8,3
118881,9,2
118881,15,2
118886,9,1
118886,12,1
118886,17,1
118892,29,1
118894,9,2
118904,9,1
118904,18,1
118909,3,1
118909,9,1
118909,12,1
118909,15,1
118909,18,1
118909,21,1
118917,12,2
118920,9,1
118920,18,1
118927,1,1
118927,2,1
118927,3,1
118927,12,1
118927,14,1
118927,15,1
118927,26,2
118928,12,1
118930,3,1
118930,14,1
118930,15,1
118950,1,1
118950,2,4
118950,3,1
118950,9,3
118950,12,5
118950,14,1
118950,15,3
118950,18,1
118950,26,1
118956,2,1
118956,3,1
118956,9,2
118956,11,1
118956,12,1
118956,14,1
118956,15,2
118956,18,2
118956,22,1
118956,23,1
118956,26,1
118956,27,1
118963,9,3
118973,17,1
118973,21,1
118975,1,1
118975,2,1
118975,3,1
118975,8,3
118975,9,2
118975,12,1
118975,14,1
118975,15,1
118975,18,1
118981,29,2
118995,9,1
118995,12,1
118995,29,1
119002,9,1
119005,8,2
119005,12,2
119008,18,1
119010,12,1
119020,12,1
119024,3,1
119024,9,2
119025,2,1
119025,3,1
119025,14,1
119025,15,1
119025,18,1
119037,3,1
119037,12,1
119037,18,1
119037,26,1
119037,28,1
119039,35,1
119040,2,1
119040,3,1
119040,6,2
119040,8,1
119040,9,1
119040,11,1
119040,12,4
119040,18,1
119040,64,2
119042,18,2
119050,3,1
119050,12,1
119050,15,1
119050,26,1
119056,3,1
119056,18,1
119058,2,1
119058,3,1
119058,14,1
119058,15,1
119059,9,1
119060,8,2
119060,12,2
119078,2,2
119083,2,1
119083,9,4
119083,12,2
119083,21,1
119083,23,1
119083,29,1
119089,2,1
119089,3,2
119089,9,1
119089,11,1
119089,15,1
119089,18,1
119089,23,1
119089,28,1
119089,29,1
119097,18,3
119099,18,1
119125,1,1
119125,2,1
119125,3,1
119125,9,1
119125,12,2
119125,14,1
119125,15,1
119127,2,1
119127,3,1
119127,14,1
119127,15,1
119127,18,1
119136,1,1
119136,2,1
119136,3,2
119136,6,1
119136,9,4
119136,12,1
119136,18,1
119136,21,1
119136,25,2
119137,9,1
119137,21,1
119138,15,2
119139,3,1
119139,9,1
119139,10,1
119139,12,1
119139,13,1
119139,21,1
119149,1,1
119149,8,3
119149,9,5
119149,12,4
119149,15,1
119163,3,1
119163,14,1
119166,2,1
119166,3,2
119166,9,3
119166,11,1
119166,14,1
119166,15,2
119166,18,3
119166,23,1
119167,3,2
119173,2,4
119173,3,1
119173,12,1
119173,13,1
119173,18,1
119176,1,1
119176,3,1
119176,8,3
119176,9,2
119176,15,1
119177,2,1
119177,12,1
119177,15,1
119177,18,1
119179,3,1
119179,12,2
119191,15,1
119191,18,1
119198,1,1
119198,8,3
119198,9,2
119198,12,1
119198,15,2
119198,18,1
119200,17,1
119202,3,1
119202,9,3
119202,12,2
119212,12,1
119217,12,1
119219,1,1
119219,3,1
119219,12,1
119219,18,1
119219,32,1
119220,18,1
119222,1,1
119222,8,3
119222,9,1
119222,15,1
119225,9,3
119233,3,1
119233,8,1
119233,9,1
119233,12,1
119233,13,1
119236,1,1
119236,9,4
119236,12,3
119236,17,1
119236,23,1
119236,26,1
119244,1,1
119244,8,3
119244,9,3
119244,15,1
119244,21,1
119247,1,2
119247,8,6
119247,9,2
119247,15,2
119247,29,1
119251,12,1
119262,2,1
119262,3,3
119262,6,1
119262,8,2
119262,10,1
119262,11,1
119262,12,2
119262,14,1
119262,15,1
119262,18,2
119262,23,1
119262,28,1
119268,12,1
119278,2,1
119278,3,2
119278,11,1
119278,14,1
119278,18,1
119278,21,1
119278,28,1
119280,18,1
119283,12,1
119283,21,1
119283,26,1
119284,3,2
119284,9,3
119284,11,1
119284,12,4
119284,18,3
119284,19,3
119284,20,1
119284,21,1
119284,64,1
119285,8,2
119285,12,2
119285,15,1
119286,2,1
119286,9,1
119289,1,6
119289,2,21
119289,3,16
119289,6,1
119289,8,3
119289,9,12
119289,11,3
119289,12,15
119289,13,3
119289,14,8
119289,15,11
119289,18,5
119289,19,1
119289,20,1
119289,26,1
119289,27,1
119289,28,1
119297,1,2
119297,6,1
119297,8,6
119297,9,5
119297,12,2
119297,13,1
119297,15,2
119297,18,1
119300,2,1
119300,3,1
119300,9,1
119300,11,1
119300,14,1
119300,15,1
119300,18,1
119300,23,1
119302,6,1
119302,64,1
119303,2,1
119303,3,3
119303,9,3
119303,12,2
119303,15,1
119303,21,1
119303,26,1
119304,1,1
119304,2,2
119304,3,3
119304,9,4
119304,11,1
119304,12,3
119304,13,1
119304,14,2
119304,15,2
119304,18,2
119304,26,1
119304,27,1
119313,2,2
119313,3,2
119313,9,1
119313,11,1
119313,14,1
119313,15,4
119313,18,1
119313,27,1
119315,3,2
119315,14,1
119315,15,2
119315,18,1
119317,18,1
119318,9,3
119319,1,1
119319,8,3
119319,9,2
119319,15,1
119326,2,1
119326,6,1
119326,8,2
119326,10,1
119326,12,2
119326,13,2
119326,14,1
119326,15,1
119326,17,1
119326,18,1
119330,1,1
119330,2,2
119330,3,4
119330,9,1
119330,11,2
119330,12,1
119330,13,1
119330,14,2
119330,15,1
119330,18,2
119330,21,1
119330,23,1
119330,26,2
119330,28,2
119331,18,1
119332,18,1
119337,18,2
119339,9,1
119339,12,2
119339,13,1
119339,17,1
119341,1,1
119341,3,1
119341,9,1
119341,12,2
119341,13,1
119344,21,1
119347,1,2
119347,2,1
119347,3,2
119347,6,1
119347,12,1
119347,14,1
119347,15,1
119347,17,1
119347,18,2
119347,19,1
119347,26,1
119348,2,1
119348,3,1
119348,9,1
119348,12,1
119348,13,1
119348,14,1
119348,15,1
119349,1,5
119349,2,7
119349,3,15
119349,6,1
119349,8,6
119349,9,12
119349,12,14
119349,13,5
119349,14,8
119349,15,7
119349,17,2
119349,18,4
119349,21,3
119349,25,2
119349,29,1
119349,110,1
119350,9,1
119350,18,1
119356,3,1
119356,9,2
119356,10,1
119356,11,1
119356,12,1
119356,13,1
119356,14,1
119356,15,1
119356,17,1
119356,18,1
119356,26,1
119356,28,1
119357,1,2
119357,8,6
119357,9,2
119357,15,2
119362,9,1
119362,18,2
119364,1,1
119364,9,1
119364,12,1
119364,15,1
119364,17,1
119364,21,1
119369,1,2
119369,2,10
119369,3,9
119369,6,1
119369,8,6
119369,9,9
119369,11,1
119369,12,11
119369,13,1
119369,14,5
119369,15,13
119369,18,7
119369,19,1
119369,20,1
119369,21,2
119369,25,2
119369,26,1
119369,64,1
119375,2,1
119375,3,1
119375,14,1
119375,15,1
119375,21,1
119377,1,3
119377,2,9
119377,3,6
119377,5,1
119377,8,7
119377,9,7
119377,11,1
119377,12,5
119377,13,2
119377,15,3
119377,18,2
119377,21,1
119377,26,1
119377,27,3
119377,32,1
119377,45,1
119378,14,1
119379,9,1
119381,2,3
119381,3,3
119381,9,3
119381,12,2
119381,13,1
119381,14,1
119381,15,1
119381,21,1
119391,3,1
119395,2,1
119395,3,1
119395,12,1
119395,14,1
119395,15,1
119395,18,1
119405,1,3
119405,2,1
119405,3,1
119405,8,6
119405,9,5
119405,12,3
119405,15,2
119405,21,2
119413,1,1
119413,2,1
119413,3,2
119413,9,1
119413,12,2
119413,18,2
119421,9,1
119422,15,1
119422,18,1
119423,3,1
119423,9,1
119423,12,1
119423,18,1
119425,2,1
119425,3,2
119425,9,1
119425,13,1
119425,14,2
119434,12,1
119434,18,1
119434,21,1
119434,26,1
119436,3,1
119436,6,2
119436,14,1
119436,19,1
119436,21,1
119437,2,1
119437,3,1
119437,13,1
119437,14,1
119437,15,1
119437,18,1
119447,2,1
119447,11,1
119447,14,1
119447,15,2
119447,18,1
119447,26,1
119460,2,1
119460,3,2
119460,9,5
119460,12,3
119460,13,1
119460,23,1
119460,25,2
119467,19,2
119473,19,1
119476,3,1
119476,15,1
119476,35,1
119479,2,1
119479,9,1
119479,12,2
119488,2,3
119488,3,3
119488,9,2
119488,11,1
119488,12,4
119488,13,1
119488,14,2
119488,15,1
119488,18,2
119488,23,1
119488,26,1
119488,27,1
119490,3,1
119490,5,1
119490,18,1
119491,1,2
119491,9,2
119491,12,2
119491,21,1
119498,1,2
119498,8,6
119498,9,2
119498,15,2
119502,2,1
119502,3,2
119502,5,1
119502,9,4
119502,11,1
119502,14,1
119502,15,1
119502,18,2
119502,23,2
119502,26,1
119502,28,1
119517,3,1
119517,9,2
119517,12,2
119517,15,2
119517,18,1
119524,2,1
119524,9,1
119524,29,1
119526,3,2
119526,6,1
119526,9,2
119526,11,1
119526,12,2
119526,14,1
119526,15,2
119526,18,1
119526,22,1
119526,26,1
119526,28,1
119530,2,1
119530,3,1
119530,12,2
119530,17,1
119530,18,2
119531,1,3
119531,2,9
119531,3,6
119531,6,1
119531,8,3
119531,9,7
119531,11,1
119531,12,8
119531,13,3
119531,14,4
119531,15,4
119531,17,2
119531,18,7
119531,21,1
119531,23,1
119531,110,1
119540,2,1
119540,3,1
119540,9,1
119540,14,1
119545,9,2
119545,18,2
119548,3,1
119548,23,1
119548,28,1
119558,3,1
119558,9,4
119558,12,2
119558,21,1
119558,26,1
119560,1,1
119560,9,1
119560,12,1
119560,15,1
119560,17,1
