ip,day,hour,ip_day_hour_channel_0
130284,6,16,1
130285,6,16,3
130286,6,16,1
130333,6,16,1
130341,6,16,2
130346,6,16,10
130373,6,16,4
130374,6,16,4
130392,6,16,1
130444,6,16,12
130462,6,16,3
130465,6,16,3
130472,6,16,8
130504,6,16,4
130511,6,16,4
130516,6,16,2
130534,6,16,6
130565,6,16,2
130569,6,16,9
130605,6,16,21
130607,6,16,4
130650,6,16,3
130657,6,16,6
130664,6,16,3
130670,6,16,4
130726,6,16,1
130740,6,16,5
130742,6,16,2
130744,6,15,1
130750,6,16,1
130753,6,16,3
130810,6,16,5
130824,6,16,16
130834,6,16,36
130846,6,16,1
130873,6,16,1
130998,6,16,1
131034,6,16,1
131077,6,16,1
131081,6,16,1
131085,6,16,7
131098,6,16,4
131108,6,16,1
131119,6,16,13
131151,6,16,3
131152,6,16,4
131172,6,16,1
131175,6,16,8
131215,6,16,3
131216,6,16,1
131217,6,16,7
131229,6,16,8
131230,6,16,7
131262,6,16,3
131278,6,16,1
131295,6,16,3
131309,6,16,9
131316,6,16,10
131330,6,16,9
131336,6,16,13
131371,6,16,7
131390,6,16,7
131391,6,16,7
131406,6,16,5
131408,6,16,1
131418,6,16,1
131432,6,16,1
131438,6,16,1
131492,6,16,2
131532,6,16,5
131550,6,15,1
131550,6,16,1
131566,6,16,3
131595,6,16,1
131635,6,16,16
131637,6,16,2
131639,6,16,6
131682,6,16,1
131725,6,16,1
131744,6,16,2
131758,6,16,15
131762,6,16,1
131763,6,16,20
131812,6,16,1
131813,6,16,1
131819,6,16,1
131821,6,15,1
131821,6,16,3
131845,6,16,3
131850,6,16,5
131864,6,16,2
131885,6,16,3
131891,6,16,7
131916,6,16,2
131930,6,16,6
131979,6,16,10
131991,6,16,9
131999,6,16,1
132000,6,16,1
132006,6,16,9
132055,6,16,9
132058,6,16,22
132077,6,16,6
132109,6,16,3
132110,6,16,9
132120,6,16,1
132137,6,16,2
132189,6,16,1
132209,6,16,7
132210,6,16,1
132215,6,16,6
132221,6,16,1
132237,6,16,2
132252,6,16,2
132295,6,16,4
132302,6,16,1
132355,6,16,8
132369,6,16,5
132382,6,16,4
132383,6,16,2
132480,6,16,10
132486,6,16,1
132501,6,16,3
132535,6,16,2
132550,6,16,4
132564,6,16,1
132594,6,16,8
132613,6,16,6
132626,6,16,1
132640,6,16,1
132662,6,16,8
132679,6,16,1
132682,6,16,2
132688,6,16,1
132694,6,16,10
132698,6,16,6
132714,6,16,1
132723,6,16,13
132728,6,16,1
132748,6,16,2
132751,6,16,7
132755,6,16,4
132759,6,16,1
132764,6,16,1
132819,6,16,1
132823,6,16,1
132831,6,16,6
132844,6,16,2
132860,6,16,2
132905,6,16,3
132967,6,16,16
132971,6,16,2
132978,6,16,1
132992,6,16,1
132993,6,16,1
133004,6,16,1
133011,6,16,1
133012,6,16,7
133063,6,16,4
133073,6,16,1
133077,6,16,2
133109,6,16,7
133116,6,16,6
133128,6,16,10
133136,6,16,3
133187,6,16,3
133227,6,16,6
133229,6,16,1
133231,6,16,3
133242,6,16,1
133244,6,16,2
133260,6,16,3
133328,6,16,1
133334,6,16,8
133366,6,16,2
133371,6,16,8
133386,6,16,1
133395,6,16,2
133397,6,16,11
133430,6,16,1
133467,6,16,4
133472,6,16,2
133478,6,15,1
133478,6,16,1
133500,6,15,2
133504,6,15,1
133506,6,16,5
133513,6,16,1
133514,6,16,2
133522,6,16,77
133538,6,16,9
133558,6,16,20
133571,6,16,1
133580,6,16,1
133591,6,16,14
133605,6,16,4
133652,6,16,3
133668,6,16,1
133682,6,16,1
133701,6,16,1
133733,6,16,1
133746,6,16,2
133787,6,16,2
133794,6,16,3
133797,6,16,6
133815,6,16,2
133825,6,16,65
133840,6,16,7
133852,6,16,4
133880,6,16,1
133899,6,16,12
133901,6,16,3
133914,6,16,15
133915,6,16,2
133921,6,16,2
133957,6,16,8
133962,6,16,14
133990,6,16,5
133995,6,16,1
134012,6,16,5
134076,6,16,7
134086,6,15,1
134089,6,16,2
134121,6,16,2
134138,6,16,1
134158,6,16,4
134184,6,16,8
134220,6,16,2
134226,6,16,1
134249,6,16,6
134251,6,16,1
134284,6,16,1
134346,6,16,3
134371,6,16,10
134380,6,16,12
134385,6,16,1
134393,6,16,6
134397,6,16,3
134404,6,16,1
134459,6,16,3
134461,6,16,2
134479,6,16,1
134487,6,16,6
134508,6,16,1
134523,6,16,1
134542,6,16,1
134548,6,16,10
134560,6,16,4
134575,6,14,1
134578,6,16,1
134584,6,16,1
134598,6,16,1
134609,6,16,6
134611,6,16,4
134615,6,16,1
134616,6,16,6
134644,6,16,3
134661,6,15,1
134688,6,16,5
134701,6,16,16
134756,6,16,2
134804,6,16,1
134842,6,16,7
134855,6,16,1
134948,6,16,3
134963,6,16,5
134974,6,16,1
134990,6,16,2
135001,6,16,2
135007,6,16,2
135049,6,16,4
135050,6,16,6
135079,6,16,28
135157,6,16,3
135222,6,16,1
135241,6,16,6
135332,6,16,6
135346,6,16,2
135364,6,16,1
135365,6,16,1
135384,6,16,2
135404,6,16,7
135438,6,16,4
135450,6,16,1
135482,6,16,3
135484,6,16,6
135487,6,16,1
135503,6,16,1
135552,6,16,1
135588,6,16,1
135604,6,16,1
135606,6,16,6
135645,6,16,7
135658,6,16,7
135659,6,15,1
135659,6,16,4
135662,6,16,3
135687,6,16,26
135706,6,16,1
135720,6,16,6
135722,6,16,2
135770,6,16,2
135772,6,16,2
135773,6,16,8
135827,6,16,2
135834,6,16,2
135850,6,16,2
135862,6,16,16
135863,6,16,2
135873,6,16,30
135893,6,16,2
135910,6,16,1
135911,6,16,8
135939,6,16,2
135943,6,16,6
135945,6,16,2
135948,6,16,1
135963,6,15,1
135992,6,16,72
136029,6,16,1
136042,6,16,6
136107,6,16,2
136119,6,16,1
136166,6,16,14
136177,6,16,3
136192,6,16,1
136231,6,16,3
136236,6,16,12
136282,6,16,8
136291,6,16,1
136315,6,16,1
136318,6,16,5
136336,6,16,7
136337,6,16,6
136352,6,16,2
136353,6,16,1
136357,6,16,2
136370,6,16,2
136404,6,16,7
136412,6,16,2
136425,6,16,2
136441,6,16,2
136442,6,16,3
136541,6,16,18
136545,6,16,1
136561,6,16,24
136574,6,16,3
136611,6,16,1
136627,6,16,12
136640,6,16,1
136646,6,16,6
136665,6,16,1
136681,6,16,4
136683,6,16,22
136691,6,16,2
136702,6,16,18
136705,6,16,2
136717,6,16,11
136721,6,16,3
136722,6,16,6
136733,6,16,1
136747,6,16,2
136850,6,16,1
136854,6,16,6
136860,6,16,3
136877,6,16,3
136881,6,16,2
136883,6,16,20
136898,6,16,5
136913,6,16,2
136924,6,16,9
136941,6,16,1
136948,6,16,7
136969,6,16,3
137052,6,16,131
137056,6,16,16
137062,6,16,12
137084,6,16,2
137089,6,16,3
137090,6,16,2
137093,6,16,3
137098,6,16,1
137159,6,16,2
137161,6,16,3
137208,6,16,3
137214,6,16,12
137234,6,16,15
137237,6,16,1
137258,6,16,15
137263,6,16,3
137279,6,16,14
137314,6,16,3
137318,6,16,1
137347,6,16,1
137376,6,16,1
137377,6,16,10
137378,6,16,2
137397,6,16,45
137399,6,16,1
137414,6,16,2
137461,6,16,4
137509,6,16,6
137525,6,16,1
137545,6,16,4
137654,6,16,6
137656,6,16,3
137662,6,16,6
137666,6,16,1
137667,6,16,1
137700,6,16,6
137708,6,16,10
137725,6,16,2
137744,6,16,3
137760,6,16,3
137762,6,16,5
137791,6,16,6
137828,6,16,1
137858,6,16,1
137908,6,16,4
137938,6,16,19
138003,6,16,4
138023,6,16,4
138044,6,16,4
138059,6,16,2
138077,6,16,1
138096,6,16,4
138133,6,16,14
138165,6,16,1
138186,6,16,4
138192,6,16,3
138215,6,16,2
138241,6,16,1
138254,6,16,6
138291,6,16,1
138302,6,16,32
138339,6,16,1
138373,6,16,1
138383,6,16,2
138399,6,16,3
138424,6,16,1
138484,6,16,2
138547,6,16,1
138571,6,16,3
138573,6,15,1
138573,6,16,7
138585,6,15,1
138585,6,16,1
138599,6,16,5
138602,6,16,14
138604,6,16,4
138645,6,16,1
138663,6,16,22
138667,6,16,2
138671,6,16,5
138678,6,16,11
138685,6,16,2
138714,6,16,4
138726,6,16,3
138769,6,16,8
138781,6,16,7
138793,6,16,1
138813,6,16,9
138852,6,16,14
138859,6,16,1
138868,6,16,3
138871,6,16,3
138872,6,16,1
138911,6,16,1
138927,6,16,2
138934,6,16,2
138980,6,16,12
138992,6,16,3
138999,6,16,3
139064,6,16,1
139065,6,16,1
139069,6,16,6
139078,6,16,1
139132,6,16,12
139149,6,16,5
139150,6,16,1
139176,6,16,1
139183,6,16,4
139202,6,16,3
139206,6,16,9
139216,6,16,1
139224,6,16,6
139232,6,16,1
139239,6,16,2
139269,6,16,1
139298,6,15,1
139348,6,16,2
139355,6,15,1
139426,6,16,3
139435,6,16,2
139490,6,16,1
139498,6,16,12
139507,6,16,10
139514,6,16,2
139542,6,16,1
139553,6,16,1
139566,6,16,7
139588,6,16,1
139599,6,16,3
139620,6,16,1
139640,6,16,4
139650,6,16,8
139675,6,16,3
139677,6,16,3
139687,6,16,1
139688,6,16,5
139690,6,16,7
139710,6,16,6
139759,6,16,1
139765,6,16,7
139783,6,16,2
139786,6,16,5
139797,6,16,2
139823,6,16,14
139844,6,16,3
139865,6,16,3
139917,6,16,1
139925,6,16,2
139952,6,16,12
139972,6,16,1
139981,6,16,10
140003,6,16,2
140019,6,16,3
140028,6,16,1
140068,6,16,8
140079,6,16,1
140081,6,16,2
140084,6,16,5
140125,6,16,1
140138,6,16,2
140143,6,16,2
140149,6,16,3
140163,6,16,1
140218,6,16,3
140223,6,16,2
140274,6,16,2
140290,6,16,1
140304,6,16,7
140309,6,16,8
140314,6,16,2
140333,6,16,1
140340,6,16,2
140355,6,16,8
140395,6,16,4
140403,6,16,2
140417,6,16,1
140441,6,16,4
140451,6,16,9
140508,6,16,4
140509,6,16,2
140519,6,16,4
140525,6,16,5
140554,6,16,3
140568,6,16,2
140575,6,16,1
140670,6,16,1
140683,6,16,7
140686,6,16,10
140710,6,16,3
140770,6,16,1
140781,6,16,2
140833,6,16,2
140860,6,16,3
140892,6,16,5
140895,6,16,1
140913,6,16,1
140936,6,16,2
140941,6,16,3
140948,6,16,2
140955,6,16,2
141009,6,16,1
141075,6,16,2
141091,6,15,1
141094,6,16,1
141110,6,16,1
141130,6,16,1
141177,6,16,3
141186,6,16,6
141229,6,16,3
141238,6,16,6
141289,6,16,3
141314,6,16,7
141322,6,16,8
141323,6,16,2
141337,6,16,1
141338,6,16,6
141352,6,16,1
141375,6,16,5
141379,6,16,5
141402,6,16,3
141420,6,16,2
141422,6,16,1
141438,6,16,1
141446,6,16,1
141449,6,16,2
141470,6,16,1
141487,6,16,26
141509,6,16,2
141511,6,16,14
141553,6,16,1
141560,6,16,1
141570,6,16,13
141580,6,16,1
141601,6,16,5
141618,6,16,6
141620,6,16,32
141630,6,16,6
141647,6,16,4
141649,6,16,6
141651,6,16,1
141678,6,16,3
141684,6,16,2
141690,6,16,2
141710,6,16,2
141774,6,16,5
141793,6,16,3
141840,6,16,14
141866,6,16,8
141893,6,16,9
141908,6,16,1
141925,6,16,1
141939,6,16,3
141961,6,16,33
141979,6,16,1
141981,6,16,3
142001,6,16,2
142006,6,16,7
142024,6,16,2
142025,6,16,14
142056,6,16,7
142063,6,16,11
142064,6,16,7
142077,6,16,8
142083,6,16,1
142158,6,16,5
142163,6,16,6
142167,6,16,4
142171,6,16,5
142172,6,16,1
142238,6,16,1
142256,6,16,2
142277,6,16,2
142281,6,16,1
142282,6,16,1
142284,6,16,2
142317,6,16,3
142416,6,16,2
142417,6,15,1
142453,6,16,2
142456,6,16,3
142466,6,16,3
142539,6,16,1
142568,6,16,11
142571,6,16,2
142578,6,16,2
142591,6,16,1
142656,6,16,1
142659,6,16,9
142672,6,16,6
142679,6,16,5
142693,6,16,2
142698,6,16,5
142712,6,16,1
142724,6,16,4
142726,6,16,3
142730,6,16,8
142746,6,16,2
142750,6,16,4
142771,6,16,1
142779,6,16,1
142783,6,16,1
142813,6,16,5
142814,6,15,1
142860,6,16,5
142935,6,16,11
143078,6,16,3
143080,6,16,2
143101,6,16,1
143115,6,16,8
143134,6,16,5
143140,6,16,1
143171,6,16,1
143176,6,16,1
143182,6,16,2
143216,6,16,10
143235,6,16,1
143237,6,16,1
143245,6,16,2
143249,6,16,6
143257,6,15,1
143308,6,16,3
143348,6,16,1
143357,6,16,2
143358,6,16,1
143373,6,16,1
143414,6,16,10
143418,6,16,50
143421,6,16,6
143425,6,16,3
143441,6,16,1
143473,6,16,1
143478,6,16,6
143481,6,16,9
143507,6,16,6
143559,6,16,1
143561,6,16,4
143577,6,15,1
143577,6,16,2
143586,6,16,6
143626,6,16,1
143636,6,16,2
143684,6,16,2
143708,6,16,2
143723,6,16,1
143759,6,16,3
143764,6,16,1
143786,6,16,7
143794,6,16,1
143808,6,16,2
143826,6,16,3
143837,6,16,10
143847,6,16,1
143872,6,16,83
143890,6,16,5
143899,6,16,2
143943,6,16,11
143944,6,16,2
143992,6,16,1
144023,6,16,6
144038,6,16,2
144094,6,16,1
144131,6,16,1
144133,6,16,9
144166,6,16,2
144172,6,16,13
144231,6,16,1
144293,6,16,6
144310,6,16,3
144344,6,16,3
144384,6,16,38
144388,6,16,2
144390,6,16,2
144392,6,16,2
144422,6,16,1
144427,6,16,3
144432,6,16,6
144442,6,15,1
144468,6,16,3
144471,6,16,5
144495,6,16,5
144498,6,16,4
144505,6,16,3
144527,6,16,12
144559,6,16,1
144563,6,16,2
144573,6,16,2
144578,6,16,1
144589,6,16,4
144603,6,16,2
144604,6,16,37
144617,6,16,2
144619,6,15,1
144632,6,16,3
144663,6,16,1
144679,6,16,2
144685,6,16,7
144687,6,16,2
144714,6,16,2
144716,6,16,3
144726,6,16,1
144735,6,16,1
144737,6,16,2
144862,6,16,3
144864,6,16,4
144888,6,16,7
144891,6,16,5
144913,6,16,8
144933,6,16,1
144934,6,16,2
144944,6,16,1
144967,6,16,1
144979,6,16,1
145000,6,16,1
145031,6,16,7
145044,6,16,1
145073,6,16,2
145119,6,16,8
145150,6,16,1
145154,6,16,6
145155,6,16,12
145178,6,16,10
145180,6,16,1
145190,6,16,1
145210,6,16,2
145232,6,16,3
145253,6,16,3
145283,6,16,9
145286,6,16,2
145353,6,16,7
145384,6,16,1
145393,6,16,1
145426,6,16,3
145450,6,16,2
145460,6,16,3
145474,6,16,7
145498,6,16,2
145536,6,16,1
145569,6,16,11
145571,6,16,1
145579,6,16,6
145581,6,16,7
145592,6,16,2
145637,6,16,2
145638,6,16,1
145641,6,16,2
145656,6,16,4
145659,6,16,1
145681,6,16,6
145686,6,16,1
145747,6,16,7
145771,6,16,1
145787,6,16,2
145838,6,16,1
145848,6,16,1
145861,6,16,2
145883,6,16,25
145896,6,16,29
145918,6,16,1
145920,6,16,4
145922,6,16,1
145934,6,16,26
145935,6,16,7
145952,6,16,7
145988,6,16,9
146001,6,16,56
146017,6,16,1
146067,6,16,2
146097,6,16,2
146190,6,16,8
146208,6,16,19
146210,6,16,2
146211,6,16,12
146235,6,16,7
146280,6,16,7
146370,6,16,1
146400,6,16,6
146449,6,16,2
146464,6,16,14
146496,6,16,1
146501,6,16,6
146510,6,16,6
146515,6,16,1
146526,6,16,13
146534,6,16,1
146536,6,16,6
146552,6,16,6
146691,6,16,1
146703,6,16,5
146705,6,16,2
146710,6,16,2
146716,6,16,1
146738,6,16,7
146788,6,16,1
146807,6,16,3
146823,6,16,1
146826,6,16,3
146840,6,16,3
146965,6,16,1
146989,6,16,1
147001,6,16,3
147021,6,16,3
147033,6,16,1
147044,6,16,7
147046,6,16,100
147065,6,16,68
147113,6,16,7
147153,6,16,90
147164,6,16,85
147194,6,16,1
147203,6,16,11
147211,6,16,3
147249,6,16,1
147320,6,16,2
147322,6,16,1
147351,6,16,12
147356,6,16,7
147410,6,16,1
147413,6,16,6
147414,6,16,1
147469,6,16,1
147479,6,16,7
147509,6,15,1
147509,6,16,5
147537,6,15,1
147592,6,16,1
147595,6,16,3
147605,6,15,1
147605,6,16,5
147610,6,16,6
147620,6,16,2
147625,6,16,2
147662,6,16,1
147689,6,15,1
147694,6,16,3
147717,6,16,7
147724,6,16,10
147737,6,16,6
147751,6,16,2
147757,6,16,2
147765,6,16,7
147784,6,16,4
147817,6,16,13
147837,6,16,1
147843,6,16,2
147845,6,16,6
147859,6,16,1
147884,6,16,3
147911,6,16,2
147948,6,15,1
147957,6,16,114
147958,6,16,1
147968,6,16,2
148018,6,16,3
148032,6,16,2
148076,6,16,1
148078,6,16,1
148141,6,16,6
148157,6,16,4
148167,6,16,1
148182,6,16,1
148208,6,16,3
148231,6,16,1
148283,6,16,7
148288,6,16,1
148292,6,16,9
148308,6,16,2
148324,6,16,1
148363,6,16,5
148372,6,16,2
148381,6,16,1
148395,6,16,2
148410,6,16,1
148427,6,15,1
148454,6,14,1
148454,6,15,1
148454,6,16,11
148473,6,16,1
148508,6,16,4
148515,6,16,12
148516,6,15,1
148535,6,16,2
148540,6,16,4
148603,6,16,2
148650,6,16,2
148664,6,16,3
148673,6,16,1
148709,6,16,4
148719,6,16,3
148721,6,16,19
148742,6,16,6
148745,6,16,4
148750,6,16,1
148751,6,16,5
148763,6,16,15
148788,6,16,3
148794,6,16,8
148815,6,16,6
148833,6,16,19
148854,6,16,2
148868,6,16,5
148877,6,16,11
148886,6,16,1
148901,6,16,25
148905,6,16,12
148920,6,16,1
148922,6,16,5
148927,6,16,3
148947,6,16,2
148989,6,16,2
149030,6,16,6
149043,6,16,3
149048,6,16,3
149061,6,16,1
149063,6,16,2
149075,6,16,3
149145,6,16,3
149155,6,16,3
149173,6,16,1
149177,6,15,1
149201,6,16,4
149239,6,16,12
149274,6,16,1
149326,6,16,5
149330,6,16,1
149367,6,16,6
149387,6,16,1
149458,6,16,1
149497,6,16,12
149503,6,16,1
149523,6,16,4
149556,6,16,2
149573,6,16,7
149592,6,16,2
149597,6,15,1
149613,6,16,2
149623,6,16,2
149633,6,16,8
149638,6,16,3
149647,6,16,5
149667,6,16,1
149685,6,16,2
149709,6,16,6
149726,6,16,1
149731,6,16,1
149748,6,16,2
149751,6,16,2
149765,6,16,2
149771,6,16,3
149791,6,16,2
149826,6,16,2
149835,6,16,1
149839,6,16,1
149851,6,16,10
149893,6,16,3
149939,6,16,7
149993,6,16,2
150001,6,16,3
150010,6,16,2
150084,6,16,1
150099,6,16,4
150100,6,16,6
150102,6,16,10
150112,6,16,6
150126,6,16,3
150129,6,16,3
150136,6,16,1
150142,6,16,12
150215,6,16,1
150238,6,16,11
150280,6,16,5
150288,6,16,2
150322,6,16,1
150346,6,16,4
150356,6,16,4
150378,6,16,2
150399,6,16,4
150416,6,16,2
150471,6,16,7
150536,6,16,1
150572,6,16,4
150623,6,16,1
150644,6,16,2
150650,6,16,6
150671,6,16,1
150680,6,16,13
150700,6,16,7
150740,6,16,2
150747,6,16,3
150751,6,16,1
150790,6,16,3
150796,6,16,2
150814,6,15,1
150815,6,16,1
150850,6,16,43
150855,6,16,2
150872,6,16,1
150889,6,16,2
150898,6,16,1
150903,6,16,1
150910,6,16,1
150932,6,16,4
150958,6,16,2
150974,6,16,6
150995,6,16,1
151025,6,16,3
151026,6,16,8
151028,6,16,2
151043,6,16,7
151044,6,16,1
151054,6,16,2
151055,6,16,4
151073,6,16,2
151074,6,16,2
151077,6,16,2
151082,6,16,7
151111,6,16,2
151150,6,16,1
151188,6,16,17
151192,6,16,11
151217,6,16,7
151284,6,16,2
151293,6,16,1
151295,6,16,2
151298,6,16,4
151329,6,16,7
151333,6,16,1
151352,6,16,2
151397,6,16,8
151412,6,16,7
151493,6,16,1
151494,6,16,2
151507,6,16,2
151513,6,16,12
151574,6,16,55
151655,6,16,2
151662,6,16,2
151670,6,16,2
151672,6,16,8
151681,6,16,3
151732,6,16,5
151747,6,16,6
151778,6,16,2
151784,6,16,2
151786,6,16,3
151791,6,16,1
151794,6,16,2
151805,6,16,3
151816,6,16,3
151828,6,16,2
151836,6,16,2
151845,6,16,11
151848,6,16,2
151852,6,16,4
151871,6,16,4
151899,6,16,3
151908,6,16,22
151930,6,16,7
151933,6,16,1
151938,6,16,1
151944,6,16,1
151953,6,16,15
151960,6,16,1
151977,6,16,4
151988,6,16,1
152004,6,16,3
152036,6,16,3
152045,6,16,2
152056,6,16,19
152078,6,16,1
152079,6,16,2
152102,6,16,3
152117,6,16,2
152122,6,16,8
152139,6,16,2
152183,6,16,1
152186,6,16,1
152201,6,16,5
152212,6,16,1
152218,6,16,2
152249,6,16,1
152257,6,16,2
152264,6,16,1
152272,6,16,2
152282,6,16,2
152311,6,16,7
152323,6,16,2
152339,6,16,1
152344,6,16,4
152346,6,16,3
152350,6,16,1
152360,6,16,1
152362,6,16,15
152386,6,16,1
152400,6,16,1
152444,6,16,1
152480,6,16,4
152496,6,16,28
152508,6,16,5
152545,6,16,16
152618,6,16,6
152647,6,16,6
152671,6,16,10
152714,6,16,6
152728,6,16,1
152746,6,16,11
152756,6,16,1
152811,6,16,1
152878,6,16,1
152902,6,16,1
152913,6,16,2
152927,6,16,1
152932,6,16,1
152957,6,16,2
152964,6,16,1
152997,6,16,1
153007,6,16,1
153036,6,16,2
153040,6,16,1
153047,6,16,1
153048,6,16,11
153059,6,16,9
153070,6,16,4
153123,6,16,3
153133,6,16,4
153148,6,16,2
153163,6,16,3
153179,6,16,1
153181,6,15,1
153208,6,16,1
153221,6,16,16
153260,6,16,2
153288,6,16,3
153289,6,16,8
153305,6,16,4
153323,6,16,1
153339,6,16,14
153363,6,16,2
153388,6,16,8
153397,6,16,1
153405,6,16,14
153407,6,16,3
153411,6,16,44
153416,6,16,3
153438,6,16,1
153470,6,16,2
153478,6,16,1
153488,6,16,7
153489,6,16,1
153492,6,15,1
153499,6,16,1
153540,6,16,1
153541,6,16,1
153549,6,16,5
153571,6,16,2
153573,6,16,7
153576,6,16,11
153590,6,15,1
153618,6,16,2
153654,6,16,1
153679,6,16,1
153681,6,16,1
153690,6,16,3
153697,6,16,3
153711,6,16,1
153721,6,16,1
153724,6,16,2
153744,6,16,2
153756,6,16,2
153777,6,16,4
153788,6,16,2
153790,6,16,7
153794,6,16,2
153829,6,16,9
153863,6,16,5
153879,6,16,7
153912,6,16,1
153926,6,16,2
153931,6,16,6
153966,6,16,2
153990,6,16,15
153992,6,16,2
153999,6,16,12
154036,6,16,1
154061,6,16,11
154083,6,16,7
154095,6,16,6
154098,6,16,3
154120,6,16,2
154166,6,16,5
154169,6,16,1
154190,6,16,2
154226,6,16,2
154232,6,16,13
154236,6,16,1
154246,6,15,1
154263,6,16,1
154325,6,16,1
154353,6,16,4
154373,6,16,5
154417,6,16,1
154458,6,16,4
154469,6,16,2
154474,6,16,3
154484,6,16,6
154522,6,16,2
154527,6,16,4
154533,6,16,1
154559,6,16,1
154584,6,16,3
154604,6,16,1
154618,6,16,1
154673,6,16,6
154682,6,16,5
154701,6,16,1
154706,6,16,2
154726,6,16,7
154750,6,16,20
154774,6,16,3
154826,6,16,9
154901,6,16,2
154909,6,16,5
154943,6,16,2
154971,6,16,16
154977,6,16,1
154980,6,16,3
154993,6,16,7
155000,6,16,6
155008,6,16,6
155016,6,16,21
155063,6,16,1
155129,6,16,3
155138,6,16,3
155147,6,15,1
155147,6,16,1
155150,6,16,1
155213,6,16,5
155222,6,16,1
155230,6,16,2
155233,6,16,2
155251,6,16,1
155293,6,16,5
155355,6,16,2
155374,6,16,2
155390,6,16,5
155395,6,16,1
155462,6,16,5
155509,6,16,3
155512,6,16,1
155516,6,16,3
155518,6,16,17
155520,6,16,1
155525,6,16,8
155529,6,16,15
155565,6,16,4
155571,6,16,27
155577,6,16,4
155625,6,16,7
155632,6,16,2
155654,6,16,1
155685,6,16,20
155689,6,16,7
155736,6,16,11
155740,6,16,1
155753,6,16,1
155805,6,16,2
155829,6,16,2
155840,6,16,1
155851,6,16,2
155854,6,16,1
155856,6,16,13
155911,6,15,2
155932,6,16,1
156022,6,16,2
156035,6,16,6
156045,6,16,11
156048,6,16,1
156081,6,16,3
156102,6,16,1
156106,6,16,1
156123,6,16,2
156162,6,16,7
156185,6,16,2
156193,6,16,2
156209,6,16,4
156228,6,16,1
156258,6,16,6
156265,6,16,1
156273,6,16,1
156282,6,16,6
156284,6,16,5
156307,6,16,1
156313,6,16,12
156355,6,16,6
156385,6,16,4
156391,6,16,4
156394,6,16,19
156443,6,16,9
156472,6,16,1
156479,6,16,1
156485,6,16,1
156492,6,16,2
156573,6,16,1
156575,6,16,4
156577,6,16,11
156613,6,16,12
156619,6,16,4
156627,6,16,13
156645,6,16,2
156669,6,16,2
156679,6,16,22
156682,6,16,12
156703,6,16,1
156715,6,16,1
156720,6,16,7
156730,6,16,1
156749,6,16,1
156788,6,16,6
156794,6,16,3
156796,6,16,1
156815,6,16,1
156822,6,16,12
156827,6,16,3
156847,6,16,3
156868,6,16,3
156877,6,16,3
156880,6,16,5
156914,6,16,12
156941,6,16,3
156972,6,16,2
156975,6,16,2
156983,6,16,7
156986,6,16,1
156998,6,16,1
157045,6,16,2
157047,6,16,10
157049,6,16,2
157071,6,16,17
157074,6,16,1
157104,6,16,1
157121,6,16,10
157137,6,16,1
157154,6,16,4
157176,6,16,10
157242,6,16,1
157286,6,16,2
157287,6,16,5
157302,6,16,1
157308,6,16,1
157360,6,16,2
157373,6,16,4
157378,6,16,3
157379,6,16,9
157401,6,16,2
157439,6,16,6
157480,6,16,2
157481,6,16,1
157509,6,16,1
157529,6,16,10
157583,6,16,7
157589,6,16,6
157598,6,16,3
157613,6,16,1
157650,6,16,3
157668,6,16,4
157700,6,16,1
157701,6,16,2
157702,6,16,1
157703,6,16,5
157743,6,16,1
157790,6,16,1
157801,6,16,1
157821,6,16,2
157830,6,16,8
157856,6,16,5
157880,6,16,3
157941,6,16,4
157945,6,16,7
157948,6,16,1
157958,6,16,2
157961,6,16,7
158099,6,16,2
158108,6,16,5
158151,6,16,1
158168,6,16,6
158170,6,16,4
158171,6,16,4
158196,6,16,6
158239,6,16,3
158242,6,16,4
158243,6,16,1
158249,6,16,1
158274,6,16,1
158292,6,16,8
158303,6,16,1
158307,6,16,3
158312,6,15,1
158325,6,16,1
158329,6,16,1
158338,6,16,4
158348,6,16,3
158349,6,16,13
158366,6,16,3
158375,6,15,1
158417,6,15,1
158417,6,16,7
158437,6,16,2
158448,6,16,8
158472,6,15,1
158515,6,16,1
158547,6,16,4
158557,6,16,2
158594,6,16,7
158613,6,16,3
158615,6,16,1
158616,6,16,4
158617,6,16,10
158625,6,16,1
158634,6,16,2
158639,6,16,6
158642,6,16,1
158644,6,16,2
158647,6,16,1
158684,6,16,3
158689,6,16,2
158702,6,16,7
158707,6,16,1
158718,6,16,1
158793,6,16,11
158806,6,16,3
158814,6,16,2
158856,6,16,2
158874,6,16,2
158889,6,16,8
158896,6,16,1
158901,6,16,1
158917,6,16,2
158938,6,16,1
158942,6,16,1
158958,6,16,1
158973,6,16,3
159029,6,16,1
159032,6,16,4
159044,6,16,6
159046,6,16,10
159060,6,16,1
159069,6,16,1
159095,6,16,1
159101,6,16,1
159103,6,15,1
159103,6,16,3
159111,6,16,4
159118,6,16,1
159123,6,15,1
159126,6,16,5
159137,6,16,1
159161,6,16,9
159173,6,16,1
159196,6,16,1
159205,6,16,3
159217,6,15,1
159217,6,16,1
159258,6,15,1
159259,6,16,7
159261,6,16,4
159287,6,16,2
159297,6,16,7
159335,6,16,3
159341,6,16,6
159355,6,16,3
159361,6,16,5
159385,6,16,2
159395,6,16,2
159417,6,16,2
159509,6,16,1
159515,6,16,4
159591,6,16,2
159606,6,16,2
159626,6,16,1
159649,6,16,1
