ip,channel,os,ip_channel_os_confRate
122703,219,22,0.0
122703,463,22,0.0
122706,211,13,0.0
122706,245,13,0.0
122711,128,13,0.0
122711,134,32,0.0
122711,140,32,0.0
122711,145,32,0.0
122729,128,23,0.0
122729,212,13,0.0
122729,213,24,0.0
122729,328,13,0.0
122736,265,25,0.0
122736,459,25,0.0
122744,107,607,0.0
122744,215,26,0.0
122747,123,49,0.0
122747,128,49,0.0
122769,215,41,0.0
122788,134,6,0.0
122788,140,6,0.0
122788,145,6,0.0
122803,212,14,0.0
122803,328,14,0.0
122830,265,17,0.0
122830,280,17,0.0
122850,259,22,0.0
122850,280,22,0.0
122874,459,17,0.0
122880,140,19,0.0
122880,153,19,0.0
122880,442,19,0.0
122891,121,8,0.0
122891,121,13,0.0
122891,245,8,0.0
122891,245,13,0.0
122912,245,53,0.0
122949,107,19,0.0
122949,115,19,0.0
122949,219,19,0.0
122949,386,19,0.0
122949,452,15,0.0
122949,477,19,0.0
122949,480,19,0.0
122949,481,19,0.0
123004,107,8,0.0
123070,140,18,0.0
123070,215,18,0.0
123070,400,18,0.0
123070,477,19,0.0
123100,116,13,0.0
123100,121,32,0.0
123100,130,13,0.0
123100,134,13,0.0
123100,245,32,0.0
123100,315,13,0.0
123100,379,13,0.0
123100,439,13,0.0
123100,469,13,0.0
123100,477,10,0.0
123115,379,13,0.0
123115,439,13,0.0
123115,469,13,0.0
123181,137,13,0.0
123181,215,13,0.0
123181,245,13,0.0
123186,121,37,0.0
123214,110,10,0.0
123214,128,10,0.0
123221,245,10,0.0
123221,452,10,0.0
123253,259,19,0.0
123253,379,41,0.0
123258,107,19,0.0
123258,219,19,0.0
123258,265,19,0.0
123258,377,19,0.0
123258,409,19,0.0
123258,442,19,0.0
123258,480,19,0.0
123333,107,16,0.0
123333,245,27,0.0
123335,245,19,0.0
123348,409,13,0.0
123348,435,13,0.0
123348,463,13,0.0
123357,110,13,0.0
123357,121,19,0.0
123357,134,13,0.0
123357,135,19,0.0
123357,178,13,0.0
123357,280,13,0.0
123357,280,19,0.0
123357,481,19,0.0
123361,134,17,0.0
123361,140,17,0.0
123361,145,17,0.0
123361,234,19,0.0
123361,259,19,0.0
123375,128,6,0.0
123375,134,6,0.0
123375,140,6,0.0
123375,145,6,0.0
123375,232,6,0.0
123375,243,6,0.0
123382,128,13,0.0
123382,130,19,0.0
123382,153,19,0.0
123382,266,19,0.0
123382,328,19,0.0
123382,463,19,0.0
123382,477,19,0.0
123382,480,19,0.0
123382,489,19,0.0
123387,140,13,0.0
123387,153,13,0.0
123387,215,13,0.0
123387,245,6,0.0
123387,400,13,0.0
123549,19,9,0.0
123549,115,9,0.0
123549,128,18,0.0
123549,134,19,0.0
123549,134,25,0.0
123549,135,9,0.0
123549,140,19,0.0
123549,140,25,0.0
123549,145,19,0.0
123549,145,25,0.0
123549,232,25,0.0
123549,243,25,0.0
123549,439,9,0.0
123549,477,9,0.0
123549,481,9,0.0
123565,134,6,0.0
123572,125,22,0.0
123572,145,22,0.0
123572,178,22,0.0
123572,258,22,0.0
123572,259,22,0.0
123572,442,22,0.0
123586,401,19,0.0
123586,435,19,0.0
123586,480,19,0.0
123596,107,15,0.0
123596,107,19,0.0
123596,115,6,0.0
123596,134,2,0.0
123596,245,13,0.0
123596,400,607,0.0
123596,477,37,0.0
123607,107,16,0.0
123607,125,14,0.0
123607,134,18,0.0
123607,140,9,0.0
123607,178,9,0.0
123607,178,18,0.0
123607,215,19,0.0
123607,215,25,0.0
123607,265,18,0.0
123607,280,18,0.0
123607,442,9,0.0
123609,477,10,0.0
123623,134,12,0.0
123623,134,19,0.0
123623,140,11,0.0
123623,140,13,0.0
123623,140,19,0.0
123623,145,13,0.0
123623,145,19,0.0
123623,178,11,0.0
123623,215,11,0.0
123623,219,19,0.0
123623,232,17,0.0
123623,244,9,0.0
123623,245,19,0.0
123623,280,53,0.0
123623,315,12,0.0
123623,463,12,0.0
123623,466,17,0.0
123623,477,3,0.0
123635,110,16,0.0
123635,121,35,0.0
123635,125,19,0.0
123635,134,13,0.0
123635,140,13,0.0
123635,145,13,0.0
123635,245,35,0.0
123635,265,19,0.0
123637,130,19,0.0
123637,245,13,0.0
123637,245,19,0.0
123642,134,13,0.0
123642,140,13,0.0
123642,145,13,0.0
123647,128,19,0.0
123654,19,19,0.0
123654,105,10,0.0
123654,107,3,0.0
123654,107,4,0.0
123654,113,17,0.0
123654,115,20,0.0
123654,121,19,0.0
123654,134,14,0.0
123654,134,19,0.0
123654,134,37,0.0
123654,135,17,0.0
123654,135,18,0.0
123654,135,20,0.0
123654,140,19,0.0
123654,140,37,0.0
123654,145,19,0.0
123654,145,35,0.0
123654,145,37,0.0
123654,153,17,0.0
123654,153,18,0.0
123654,215,1,0.0
123654,242,18,0.0
123654,244,58,0.0
123654,245,19,0.0
123654,258,20,0.0
123654,259,15,0.0
123654,265,13,0.0
123654,265,17,0.0
123654,266,17,0.0
123654,280,13,0.0
123654,280,14,0.0
123654,328,19,0.0
123654,409,19,0.0
123654,424,17,0.0
123654,424,18,0.0
123654,442,20,0.0
123654,452,19,0.0
123654,463,19,0.0
123654,480,19,0.0
123663,134,10,0.0
123663,137,10,0.0
123663,452,10,0.0
123673,128,17,0.0
123673,134,17,0.0
123673,140,17,0.0
123673,145,17,0.0
123675,107,41,0.0
123675,121,22,0.0
123675,122,41,0.0
123675,245,22,0.0
123681,140,10,0.0
123681,178,11,0.0
123681,442,19,0.0
123681,477,13,0.0
123681,477,37,0.0
123695,107,607,0.0
123697,125,19,0.0
123697,145,19,0.0
123697,178,19,0.0
123697,258,19,0.0
123697,259,19,0.0
123697,442,19,0.0
123701,121,22,0.0
123701,125,9,0.0
123701,125,22,0.0
123701,125,25,0.0
123701,135,6,0.0
123701,137,9,0.0
123701,140,19,0.0
123701,178,19,0.0
123701,245,9,0.0
123701,245,22,0.0
123701,280,19,0.0
123701,459,19,0.0
123703,107,13,0.0
123703,121,17,0.0
123703,121,19,0.0
123703,123,19,0.0
123703,134,13,0.0
123703,134,19,0.0
123703,134,35,0.0
123703,140,13,0.0
123703,140,19,0.0
123703,140,35,0.0
123703,145,13,0.0
123703,145,19,0.0
123703,145,35,0.0
123703,212,32,0.0
123703,245,17,0.0
123703,245,19,0.0
123703,328,32,0.0
123709,107,13,0.0
123709,265,18,0.0
123709,280,18,0.0
123709,477,13,0.0
123722,379,18,0.0
123729,121,9,0.0
123729,121,13,0.0
123729,125,4,0.0
123729,125,19,0.0
123729,128,9,0.0
123729,128,13,0.0
123729,178,1,0.0
123729,215,1,0.0
123729,237,19,0.0
123729,245,13,0.0
123729,245,19,0.0
123733,110,36,0.0
123733,121,35,0.0
123733,128,36,0.0
123733,245,13,0.0
123733,245,35,0.0
123733,452,13,0.0
123739,107,14,0.0
123739,134,14,0.0
123739,178,14,0.0
123739,280,14,0.0
123739,376,6,0.0
123754,125,15,0.0
123754,376,19,0.0
123757,110,22,0.0
123757,128,19,0.0
123757,128,22,0.0
123757,211,19,0.0
123757,212,22,0.0
123757,245,19,0.0
123757,328,22,0.0
123759,115,9,0.0
123759,134,19,0.0
123759,134,27,0.0
123759,140,10,0.0
123759,140,27,0.0
123759,145,19,0.0
123759,145,27,0.0
123759,178,12,0.0
123759,178,19,0.0
123759,205,19,0.0
123759,215,9,0.0
123759,215,10,0.0
123759,245,18,0.0
123759,265,13,0.0
123759,278,19,0.0
123759,280,12,0.0
123759,280,13,0.0
123759,280,19,0.0
123759,377,19,0.0
123759,409,12,0.0
123759,439,13,0.0
123759,463,19,0.0
123759,477,3,0.0
123788,128,41,0.0
123788,134,19,0.0
123788,134,53,0.0
123788,140,19,0.0
123788,145,19,0.0
123788,178,53,0.0
123788,265,15,0.0
123788,477,37,0.0
123794,115,18,0.0
123794,125,18,0.0
123794,134,4,0.0
123794,134,13,0.0
123794,135,18,0.0
123794,140,4,0.0
123794,140,13,0.0
123794,145,4,0.0
123794,145,13,0.0
123794,259,18,0.0
123794,417,18,0.0
123794,442,18,0.0
123813,315,25,0.0
123813,435,25,0.0
123813,463,25,0.0
123813,480,25,0.0
123819,134,3,0.0
123819,140,3,0.0
123819,145,3,0.0
123819,173,25,0.0
123819,349,25,0.0
123819,452,25,0.0
123819,487,25,0.0
123831,137,19,0.0
123837,107,12,0.0
123837,121,13,0.0
123837,125,19,0.0
123837,140,19,0.0
123837,145,19,0.0
123837,178,19,0.0
123837,245,13,0.0
123837,258,19,0.0
123837,259,19,0.0
123837,400,19,0.0
123837,442,19,0.0
123839,121,13,0.0
123839,135,13,0.0
123839,153,13,0.0
123839,205,13,0.0
123839,315,13,0.0
123839,401,13,0.0
123839,424,13,0.0
123842,459,8,0.0
123843,107,13,0.0
123843,107,18,0.0
123843,121,19,0.0
123843,134,13,0.0
123843,134,19,0.0
123843,137,19,0.0
123843,140,13,0.0
123843,145,13,0.0
123843,178,13,0.0
123843,232,19,0.0
123843,245,19,0.0
123843,280,13,0.0
123843,349,19,0.0
123843,469,32,0.0
123852,121,13,0.0
123852,315,13,0.0
123852,328,13,0.0
123852,401,13,0.0
123852,409,13,0.0
123852,435,13,0.0
123852,477,13,0.0
123852,489,13,0.0
123859,110,22,0.0
123859,123,22,0.0
123859,128,22,0.0
123861,105,18,0.0
123861,259,18,0.0
123866,259,19,0.0
123866,280,19,0.0
123871,19,13,0.0
123871,134,15,0.0
123871,153,13,0.0
123871,173,15,0.0
123871,178,15,0.0
123871,212,19,0.0
123871,280,15,0.0
123871,328,19,0.0
123871,424,13,0.0
123871,452,13,0.0
123871,466,13,0.0
123872,107,19,0.0
123872,113,9,0.0
123872,121,8,0.0
123872,121,14,0.0
123872,121,23,0.0
123872,124,19,0.0
123872,125,15,0.0
123872,134,9,0.0
123872,153,9,0.0
123872,245,8,0.0
123872,245,14,0.0
123872,245,19,0.0
123872,265,8,0.0
123872,265,15,0.0
123872,315,9,0.0
123872,319,9,0.0
123872,328,9,0.0
123872,379,9,0.0
123872,401,9,0.0
123872,409,23,0.0
123872,424,9,0.0
123872,430,9,0.0
123872,435,9,0.0
123872,435,23,0.0
123872,439,9,0.0
123872,442,23,0.0
123872,452,9,0.0
123872,452,19,0.0
123872,477,9,0.0
123872,478,9,0.0
123872,480,9,0.0
123872,489,9,0.0
123874,121,18,0.0
123874,122,13,0.0
123874,135,18,0.0
123874,153,18,0.0
123874,424,18,0.0
123878,107,17,0.0
123878,134,17,0.0
123878,178,17,0.0
123883,121,19,0.0
123883,245,19,0.0
123889,121,13,0.0
123889,121,14,0.0
123889,215,12,0.0
123889,219,13,0.0
123889,237,19,0.0
123889,245,13,0.0
123889,245,14,0.0
123889,315,13,0.0
123889,477,13,0.0
123889,477,14,0.0
123889,480,13,0.0
123896,134,13,0.0
123896,134,35,0.0
123896,140,13,0.0
123896,140,19,0.0
123896,140,35,0.0
123896,145,13,0.0
123896,145,35,0.0
123896,215,19,0.0
123896,259,19,0.0
123896,400,19,0.0
123901,121,18,0.0
123901,245,18,0.0
123901,245,19,0.0
123904,107,26,0.0
123904,153,26,0.0
123907,115,22,0.0
123907,125,22,0.0
123907,134,18,0.0
123907,135,22,0.0
123907,140,3,0.0
123907,178,3,0.0
123907,178,18,0.0
123907,215,22,0.0
123907,245,19,0.0
123907,258,22,0.0
123907,259,22,0.0
123907,265,22,0.0
123907,280,18,0.0
123907,280,22,0.0
123907,400,3,0.0
123907,417,22,0.0
123907,442,3,0.0
123907,442,22,0.0
123907,477,19,0.0
123908,107,13,0.0
123908,115,13,0.0
123908,134,19,0.0
123908,137,13,0.0
123908,205,13,0.0
123908,245,86,0.0
123908,265,35,0.0
123908,266,13,0.0
123908,280,35,0.0
123908,319,19,0.0
123908,402,13,0.0
123908,459,10,0.0
123908,466,19,0.0
123908,469,10,0.0
123917,140,19,0.0
123917,215,19,0.0
123917,442,19,0.0
123924,107,13,0.0
123924,134,13,0.0
123924,178,13,0.0
123924,205,19,0.0
123924,219,19,0.0
123924,280,13,0.0
123924,377,19,0.0
123924,409,19,0.0
123924,412,19,0.0
123924,442,19,0.0
123931,107,8,0.0
123931,134,8,0.0
123931,178,8,0.0
123931,265,8,0.0
123931,265,13,0.0
123931,280,8,0.0
123931,280,13,0.0
123931,459,8,0.0
123938,211,9,0.0
123938,234,19,0.0
123938,245,9,0.0
123940,134,15,0.0
123940,140,15,0.0
123940,145,15,0.0
123940,215,13,0.0
123940,245,1,0.0
123940,265,25,0.0
123940,459,25,0.0
123945,134,10,0.0
123945,140,10,0.0
123945,145,10,0.0
123945,328,19,0.0
123947,140,13,0.0
123947,259,13,0.0
123947,442,13,0.0
123948,121,11,0.0
123948,140,15,0.0
123948,153,11,0.0
123948,178,15,0.0
123948,215,15,0.0
123948,242,11,0.0
123948,489,11,0.0
123949,153,19,0.0
123955,140,41,0.0
123955,153,41,0.0
123955,212,10,0.0
123955,215,41,0.0
123955,232,13,0.0
123955,237,18,0.0
123955,243,13,0.0
123955,328,10,0.0
123955,481,40,0.0
123958,140,36,0.0
123958,237,19,0.0
123958,259,19,0.0
123958,268,24,0.0
123958,442,36,0.0
123967,121,19,0.0
123967,245,19,0.0
123974,130,19,0.0
123974,134,19,0.0
123974,153,19,0.0
123974,219,19,0.0
123974,315,19,0.0
123974,439,19,0.0
123977,134,15,0.0
123977,140,15,0.0
123977,145,15,0.0
123977,265,19,0.0
123979,115,19,0.0
123979,134,16,0.0
123979,135,19,0.0
123979,140,16,0.0
123979,145,16,0.0
123979,259,19,0.0
123979,417,19,0.0
123979,442,19,0.0
123984,115,19,0.0
123984,122,19,0.0
123984,125,19,0.0
123984,134,13,0.0
123984,135,19,0.0
123984,137,13,0.0
123984,178,13,0.0
123984,215,13,0.0
123984,245,13,0.0
123984,258,19,0.0
123984,265,19,0.0
123984,280,13,0.0
123984,280,19,0.0
123984,400,607,0.0
123984,442,19,0.0
123984,459,8,0.0
123984,477,13,0.0
123990,215,13,0.0
123993,347,607,0.0
123994,19,19,0.0
123994,107,8,0.0
123994,107,17,0.0
123994,107,22,0.0
123994,107,25,0.0
123994,115,3,0.0
123994,121,3,0.0
123994,121,4,0.0
123994,121,8,0.0
123994,121,13,0.0
123994,121,19,0.0
123994,121,28,0.0
123994,121,41,0.0
123994,122,3,0.0
123994,124,20,0.0
123994,125,18,0.0
123994,130,22,0.0
123994,134,13,0.0
123994,134,18,0.0
123994,134,25,0.0
123994,135,8,0.0
123994,135,20,0.0
123994,135,22,0.0
123994,137,31,0.0
123994,140,13,0.0
123994,140,18,0.0
123994,140,19,0.0
123994,145,13,0.0
123994,145,18,0.0
123994,153,19,0.0
123994,178,18,0.0
123994,215,6,0.0
123994,219,15,0.0
123994,219,22,0.0
123994,232,13,0.0
123994,237,19,0.0
123994,243,13,0.0
123994,245,4,0.0
123994,245,13,0.0
123994,245,15,0.0
123994,245,28,0.0
123994,245,41,0.0
123994,258,18,0.0
123994,259,18,0.0
123994,265,13,0.0
123994,265,17,0.0
123994,280,13,0.0
123994,280,17,0.0
123994,280,25,0.0
123994,349,19,0.0
123994,379,8,0.0
123994,400,19,0.0
123994,400,607,0.0
123994,401,19,0.0
123994,409,3,0.0
123994,409,8,0.0
123994,412,15,0.0
123994,424,19,0.0
123994,435,8,0.0
123994,435,20,0.0
123994,442,8,0.0
123994,442,15,0.0
123994,442,18,0.0
123994,452,22,0.0
123994,459,15,0.0
123994,459,25,0.0
123994,463,3,0.0
123994,463,20,0.0
123994,469,19,0.0
123994,477,19,0.0
123994,477,20,0.0
123994,480,19,0.0
123994,480,20,0.0
123994,481,22,0.0
123994,489,3,0.0
123994,489,8,0.0
123994,489,15,0.0
123994,489,22,0.0
124006,459,13,0.0
124011,215,17,0.0
124012,107,607,0.0
124012,215,18,0.0
124012,215,23,0.0
124012,232,15,0.0
124012,234,10,0.0
124012,234,16,0.0
124012,243,15,0.0
124012,259,10,0.0
124012,259,16,0.0
124013,110,10,0.0
124013,128,10,0.0
124028,121,19,0.0
124028,212,13,0.0
124028,245,19,0.0
124028,328,13,0.0
124032,140,15,0.0
124032,178,15,0.0
124032,215,15,0.0
124032,245,13,0.0
124032,259,15,0.0
124033,107,19,0.0
124033,110,32,0.0
124033,122,9,0.0
124033,128,32,0.0
124033,245,18,0.0
124038,259,19,0.0
124038,280,19,0.0
124045,215,13,0.0
124045,477,56,0.0
124064,134,13,0.0
124064,140,13,0.0
124064,145,13,0.0
124064,153,13,0.0
124064,178,13,0.0
124064,215,13,0.0
124064,400,13,0.0
124064,442,13,0.0
124066,107,607,0.0
124066,140,20,0.0
124066,259,20,0.0
124066,442,20,0.0
124096,140,19,0.0
124096,215,19,0.0
124096,400,19,0.0
124096,442,19,0.0
124125,134,18,0.0
124125,178,18,0.0
124125,280,18,0.0
124128,480,19,0.0
124135,134,37,0.0
124135,140,37,0.0
124135,145,37,0.0
124135,265,37,0.0
124135,280,37,0.0
124136,140,19,0.0
124136,145,19,0.0
124136,215,36,0.0
124136,234,19,0.0
124136,259,19,0.0
124139,107,607,0.0
124139,130,12,0.0
124139,245,9,0.0
124139,245,12,0.0
124139,452,9,0.0
124146,134,13,0.0
124146,140,13,0.0
124146,145,13,0.0
124153,265,19,0.0
124153,280,19,0.0
124156,215,13,0.0
124156,259,10,0.0
124156,459,10,0.0
124166,128,13,0.0
124166,134,19,0.0
124166,134,32,0.0
124166,178,19,0.0
124166,215,19,0.0
124166,265,13,0.0
124166,278,32,0.0
124166,280,13,0.0
124166,379,32,0.0
124166,409,32,0.0
124166,435,32,0.0
124166,477,32,0.0
124170,134,19,0.0
124170,140,19,0.0
124170,145,19,0.0
124172,145,19,0.0
124172,234,8,0.0
124172,234,19,0.0
124172,244,13,0.0
124172,259,3,0.0
124172,259,8,0.0
124172,259,19,0.0
124187,130,28,0.0
124187,245,28,0.0
124187,463,22,0.0
124187,480,22,0.0
124198,121,8,0.0
124198,245,8,0.0
124198,259,19,0.0
124198,280,19,0.0
124202,107,37,0.0
124202,215,19,0.0
124202,234,79,0.0
124202,237,16,0.0
124202,259,79,0.0
124210,245,47,0.0
124219,19,19,0.0
124219,121,19,0.0
124219,135,19,0.0
124219,140,28,0.0
124219,153,19,0.0
124219,178,28,0.0
124219,215,28,0.0
124219,265,20,0.0
124219,280,35,0.0
124219,377,19,0.0
124219,424,19,0.0
124219,439,19,0.0
124267,134,16,0.0
124267,178,16,0.0
124267,280,16,0.0
124267,376,13,0.0
124291,121,18,0.0
124291,245,18,0.0
124291,280,18,0.0
124294,140,13,0.0
124294,153,13,0.0
124294,215,13,0.0
124294,400,13,0.0
124294,442,13,0.0
124294,459,19,0.0
124314,107,19,0.0
124314,134,19,0.0
124314,145,19,0.0
124314,173,19,0.0
124314,178,19,0.0
124314,265,19,0.0
124314,280,19,0.0
124314,386,19,0.0
124314,435,19,0.0
124314,439,19,0.0
124314,442,19,0.0
124314,452,19,0.0
124314,477,19,0.0
124325,128,13,0.0
124384,107,8,0.0
124384,134,8,0.0
124384,134,10,0.0
124384,153,10,0.0
124384,178,8,0.0
124384,178,10,0.0
124384,219,8,0.0
124384,266,10,0.0
124384,278,8,0.0
124384,278,10,0.0
124384,280,8,0.0
124384,280,10,0.0
124384,328,8,0.0
124384,328,10,0.0
124384,409,8,0.0
124384,409,10,0.0
124384,435,10,0.0
124384,439,10,0.0
124384,459,10,0.0
124384,480,8,0.0
124384,489,10,0.0
124384,497,8,0.0
124392,135,15,0.0
124392,153,15,0.0
124392,266,15,0.0
124392,377,15,0.0
124392,379,15,0.0
124392,409,15,0.0
124392,477,15,0.0
124409,115,19,0.0
124409,125,19,0.0
124409,135,19,0.0
124409,258,19,0.0
124409,259,19,0.0
124409,442,19,0.0
124414,215,16,0.0
124414,280,19,0.0
124414,343,40,0.0
124445,134,13,0.0
124445,140,13,0.0
124445,145,13,0.0
124446,215,19,0.0
124446,236,6,0.0
124446,481,19,0.0
124459,153,13,0.0
124459,280,18,0.0
124459,439,13,0.0
124462,215,13,0.0
124470,125,13,0.0
124470,145,13,0.0
124470,178,13,0.0
124470,258,13,0.0
124470,259,13,0.0
124470,442,13,0.0
124471,121,1,0.0
124471,128,22,0.0
124471,137,15,0.0
124471,140,13,0.0
124471,145,13,0.0
124471,245,1,0.0
124471,400,8,0.0
124471,442,13,0.0
124471,459,23,0.0
124478,121,10,0.0
124478,130,10,0.0
124478,245,10,0.0
124483,128,28,0.0
124495,213,24,0.0
124496,137,9,0.0
124496,140,25,0.0
124496,178,25,0.0
124496,215,9,0.0
124496,215,25,0.0
124496,400,25,0.0
124496,459,41,0.0
124515,107,37,0.0
124515,115,37,0.0
124515,121,37,0.0
124515,219,37,0.0
124515,265,37,0.0
124515,442,37,0.0
124515,459,37,0.0
124515,477,37,0.0
124515,480,37,0.0
124515,489,37,0.0
124520,245,19,0.0
124528,134,20,0.0
124528,439,20,0.0
124528,466,20,0.0
124528,469,20,0.0
124528,478,20,0.0
124541,128,13,0.0
124541,134,13,0.0
124541,178,13,0.0
124541,215,8,0.0
124541,215,13,0.0
124541,265,12,0.0
124541,280,13,0.0
124551,137,13,0.0
124551,245,19,0.0
124557,107,18,0.0
124572,278,19,0.0
124572,409,19,0.0
124572,435,19,0.0
124572,463,19,0.0
124574,128,2,0.0
124574,244,37,0.0
124576,134,13,0.0
124576,140,13,0.0
124576,145,13,0.0
124576,215,13,0.0
124576,245,14,0.0
124576,278,14,0.0
124576,442,14,0.0
124576,477,22,0.0
124589,107,607,0.0
124596,376,9,0.0
124608,19,15,0.0
124608,121,15,0.0
124608,135,15,0.0
124608,211,19,0.0
124608,245,19,0.0
124608,278,15,0.0
124608,401,15,0.0
124608,435,15,0.0
124608,452,15,0.0
124608,477,15,0.0
124635,107,19,0.0
124635,110,13,0.0
124635,121,17,0.0
124635,134,19,0.0
124635,153,17,0.0
124635,178,19,0.0
124635,280,19,0.0
124635,379,17,0.0
124635,409,17,0.0
124635,424,17,0.0
124635,435,17,0.0
124635,489,17,0.0
124647,409,19,0.0
124649,121,13,0.0
124649,153,13,0.0
124649,215,18,0.0
124649,328,13,0.0
124649,489,13,0.0
124651,122,19,0.0
124651,128,19,0.0
124678,140,13,0.0
124678,178,13,0.0
124678,245,10,0.0
124678,259,13,0.0
124678,400,13,0.0
124678,442,13,0.0
124700,121,13,0.0
124700,130,13,0.0
124700,245,13,0.0
124703,452,56,0.0
124708,122,25,0.0
124723,107,12,0.0
124724,125,13,0.0
124724,245,13,0.0
124750,121,13,0.0
124750,245,13,0.0
124763,245,19,0.0
124763,477,19,0.0
124764,137,22,0.0
124766,121,19,0.0
124766,245,19,0.0
124768,111,13,0.0
124768,125,19,0.0
124768,134,13,0.0
124768,137,13,0.0
124768,145,19,0.0
124768,178,19,0.0
124768,258,19,0.0
124768,259,19,0.0
124768,377,13,0.0
124768,435,13,0.0
124768,442,19,0.0
124768,469,13,0.0
124769,205,16,0.0
124769,402,25,0.0
124772,107,13,0.0
124772,122,17,0.0
124772,265,13,0.0
124772,459,13,0.0
124781,121,19,0.0
124781,245,19,0.0
124783,121,19,0.0
124783,469,19,0.0
124794,115,13,0.0
124794,121,15,0.0
124794,123,53,0.0
124794,125,13,0.0
124794,135,13,0.0
124794,236,37,0.0
124794,245,13,0.0
124794,245,15,0.0
124794,258,13,0.0
124794,259,13,0.0
124794,417,13,0.0
124794,442,13,0.0
124794,477,13,0.0
124809,215,28,0.0
124812,140,19,0.0
124812,153,19,0.0
124812,215,19,0.0
124812,280,16,0.0
124812,400,19,0.0
124812,442,19,0.0
124814,107,607,0.0
124814,121,19,0.0
124814,150,19,0.0
124814,153,19,0.0
124814,409,19,0.0
124814,435,19,0.0
124814,442,19,0.0
124814,480,19,0.0
124814,489,19,0.0
124819,215,19,0.0
124849,19,13,0.0
124849,121,3,0.0
124849,245,3,0.0
124876,245,13,0.0
124877,121,3,0.0
124877,245,3,0.0
124897,205,9,0.0
124897,205,19,0.0
124903,134,20,0.0
124903,140,20,0.0
124903,145,20,0.0
124904,459,13,0.0
124911,178,13,0.0
124911,477,19,0.0
124924,3,19,0.0
124924,105,19,0.0
124924,121,19,0.0
124924,128,13,0.0
124924,128,36,0.0
124924,205,13,0.0
124924,205,17,0.0
124924,205,19,0.0
124924,205,41,0.0
124924,245,19,0.0
124924,259,19,0.0
124924,402,41,0.0
124927,134,13,0.0
124927,134,18,0.0
124927,140,18,0.0
124927,145,18,0.0
124927,178,13,0.0
124927,215,13,0.0
124927,280,13,0.0
124936,237,17,0.0
124936,459,17,0.0
124946,236,10,0.0
124953,105,106,0.0
124953,205,13,0.0
124953,205,22,0.0
124953,205,32,0.0
124953,259,106,0.0
124953,265,13,0.0
124953,280,13,0.0
124962,125,19,0.0
124962,145,19,0.0
124962,178,19,0.0
124962,258,19,0.0
124962,259,19,0.0
124962,442,19,0.0
124973,215,13,0.0
124973,280,8,0.0
124979,379,18,0.0
124985,107,30,0.0
124985,140,20,0.0
124985,178,20,0.0
124985,205,17,0.0
124985,205,46,0.0
124985,215,20,0.0
124985,265,30,0.0
124985,280,30,0.0
124985,459,30,0.0
124995,113,18,0.0
124995,121,18,0.0
124995,124,18,0.0
124995,135,18,0.0
124995,153,18,0.0
124995,205,18,0.0
124995,215,11,0.0
124995,265,18,0.0
124995,401,18,0.0
124995,439,18,0.0
124995,452,18,0.0
124995,477,18,0.0
124995,497,18,0.0
125008,134,19,0.0
125008,265,19,0.0
125013,107,28,0.0
125013,134,28,0.0
125013,178,28,0.0
125022,110,14,0.0
125022,128,14,0.0
125033,134,19,0.0
125033,135,19,0.0
125033,137,19,0.0
125033,153,19,0.0
125033,205,19,0.0
125033,219,19,0.0
125033,315,19,0.0
125033,489,19,0.0
125036,215,25,0.0
125036,459,8,0.0
125042,128,13,0.0
125042,140,13,0.0
125042,178,13,0.0
125042,215,37,0.0
125042,376,19,0.0
125042,442,13,0.0
125047,137,19,0.0
125047,140,13,0.0
125047,442,13,0.0
125050,134,18,0.0
125050,140,18,0.0
125050,145,18,0.0
125061,125,13,0.0
125061,145,13,0.0
125061,178,13,0.0
125061,258,13,0.0
125061,259,13,0.0
125061,442,13,0.0
125062,107,10,0.0
125062,134,10,0.0
125062,134,13,0.0
125062,134,17,0.0
125062,140,13,0.0
125062,145,13,0.0
125062,178,10,0.0
125062,178,17,0.0
125062,215,13,0.0
125062,259,44,0.0
125062,280,10,0.0
125062,280,17,0.0
125062,280,44,0.0
125081,19,19,0.0
125081,153,19,0.0
125081,219,19,0.0
125081,242,19,0.0
125081,401,19,0.0
125081,452,19,0.0
125081,480,19,0.0
125100,110,19,0.0
125100,121,13,0.0
125100,134,19,0.0
125100,178,19,0.0
125100,245,13,0.0
125100,280,19,0.0
125108,134,15,0.0
125108,140,15,0.0
125108,145,15,0.0
125108,477,19,0.0
125125,140,13,0.0
125125,153,13,0.0
125125,258,13,0.0
125129,265,13,0.0
125129,280,13,0.0
125141,121,19,0.0
125141,122,3,0.0
125141,134,19,0.0
125141,134,32,0.0
125141,140,19,0.0
125141,140,32,0.0
125141,145,19,0.0
125141,145,32,0.0
125141,178,19,0.0
125141,205,17,0.0
125141,212,8,0.0
125141,245,19,0.0
125141,266,3,0.0
125141,280,10,0.0
125141,328,8,0.0
125141,347,607,0.0
125141,424,3,0.0
125141,459,19,0.0
125149,140,13,0.0
125149,178,13,0.0
125149,215,13,0.0
125151,121,19,0.0
125151,215,13,0.0
125151,245,19,0.0
125169,121,3,0.0
125169,134,13,0.0
125169,178,13,0.0
125169,244,13,0.0
125169,245,3,0.0
125169,280,13,0.0
125169,459,37,0.0
125175,115,30,0.0
125175,125,30,0.0
125175,135,30,0.0
125175,215,18,0.0
125175,258,30,0.0
125175,259,30,0.0
125175,442,30,0.0
125190,107,13,0.0
125190,107,26,0.0
125190,134,26,0.0
125190,178,26,0.0
