device,os,channel,device_os_channel_confRate
2,64,3,0.0
2,64,128,0.0
2,64,234,0.0
2,64,259,0.0
2,65,3,0.0
2,65,121,0.0
2,65,122,0.0
2,65,123,0.0
2,65,128,0.0
2,65,137,0.0
2,65,153,0.0
2,65,205,0.0
2,65,212,0.0
2,65,215,0.0
2,65,219,0.0
2,65,234,0.0
2,65,237,0.0
2,65,245,0.0
2,65,259,0.0
2,65,278,0.0
2,65,326,0.0
2,65,328,0.0
2,66,123,0.0
2,66,128,0.0
2,66,215,0.0
2,66,234,0.0
2,66,244,0.0
2,66,259,0.0
2,66,265,0.0
2,66,280,0.0
2,66,459,0.0
2,70,121,0.0
2,70,244,0.0
2,70,245,0.0
2,70,477,0.0
2,73,128,0.0
2,73,134,0.0
2,73,140,0.0
2,73,145,0.0
2,73,215,0.0
2,74,234,0.0
2,74,259,0.0
2,77,3,0.0
2,77,128,0.0
2,77,215,0.0
2,77,245,0.0
2,77,259,0.0
2,79,3,0.0
2,79,123,0.0
2,79,128,0.0
2,79,153,0.0
2,79,215,0.0
2,79,234,0.0
2,79,244,0.0
2,79,259,0.0
2,79,268,0.0
2,79,326,0.0
2,79,477,0.0
2,80,121,0.0
2,80,245,0.0
2,85,3,0.0
2,86,245,0.0
2,88,137,0.0
2,88,245,0.0
2,88,259,0.0
2,90,111,0.0
2,90,123,0.0
2,90,125,0.0
2,90,128,0.0
2,90,145,0.0
2,90,153,0.0
2,90,173,0.0
2,90,178,0.0
2,90,234,0.0
2,90,258,0.0
2,90,259,0.0
2,90,326,0.0
2,90,379,0.0
2,90,442,0.0
2,90,469,0.0
2,92,364,0.0
2,96,364,0.0
2,97,121,0.0
2,97,128,0.0
2,97,130,0.0
2,97,137,0.0
2,97,205,0.0
2,97,215,0.0
2,97,245,0.0
2,97,364,0.0
2,97,452,0.0
2,100,115,0.0
2,100,128,0.0
2,100,137,0.0
2,100,215,0.0
2,100,259,0.0
2,100,280,0.0
2,100,409,0.0
2,111,153,0.0
2,111,326,0.0
2,112,128,0.0
2,112,259,0.0
2,145,205,0.0
2,145,402,0.0
2,607,128,0.0
2,607,178,0.0
2,607,215,0.0
2,607,259,0.0
2,607,400,0.0
16,0,213,0.0
18,0,213,0.0
21,24,213,0.06361616729595498
29,24,213,0.0
30,0,282,0.0
33,29,213,0.030102999566398118
37,24,213,0.0
40,24,213,0.0
40,24,282,0.0
46,0,213,0.0
46,0,282,0.0
49,21,213,0.0
49,21,333,0.0
51,29,320,0.0
56,24,213,0.0
59,3,140,0.0
59,3,153,0.0
59,3,442,0.0
59,8,134,0.0
59,8,140,0.0
59,8,145,0.0
59,8,280,0.0
59,9,145,0.0
59,10,477,0.0
59,11,245,0.0
59,12,215,0.0
59,13,259,0.0
59,13,477,0.0
59,16,130,0.0
59,16,245,0.0
59,28,215,0.0
61,21,320,0.0
67,24,213,0.0
73,24,213,0.0
88,24,213,0.0
90,24,213,0.0
93,0,213,0.0
95,21,213,0.0
100,67,224,0.0
107,59,347,0.0
109,29,213,0.0
114,0,333,0.0
154,50,213,0.0
184,21,320,0.0
190,24,320,0.0
208,0,213,0.0
211,29,213,0.030102999566398118
212,21,101,0.0
220,21,213,0.0
230,24,320,0.0
251,29,213,0.03180808364797749
263,21,101,0.0
276,38,213,0.030102999566398118
305,76,320,0.0
343,0,213,0.0
362,0,320,0.0
374,29,320,0.0
379,24,213,0.0
387,0,213,0.0
405,21,320,0.0
417,24,213,0.0
486,24,213,0.0
501,38,101,0.0
537,38,320,0.0
558,29,213,0.0
629,24,320,0.0
657,24,213,0.0
685,38,213,0.030102999566398118
737,29,213,0.0
1080,24,213,0.0
1214,24,222,0.0
1532,0,213,0.030102999566398118
2706,0,282,0.0
3032,607,101,0.0
3032,607,107,0.0
3032,607,171,0.0
3032,607,210,0.0
3032,607,213,0.0
3032,607,333,0.0
3032,607,347,0.0
3032,607,419,0.0
3032,607,420,0.0
3032,607,451,0.0
3032,607,465,0.0
3032,607,469,0.0
